movieID,actorID,role
tt2671706,nm0205626,Rose Maxson
tt2671706,nm0376610,Jim Bono
tt2671706,nm5381254,Cory
tt7401588,nm0000242,Pete
tt7401588,nm0126284,Ellie
tt7401588,nm5097044,Lizzy
tt7401588,nm4851894,Juan
tt0340163,nm0000246,Jeff Talley
tt0340163,nm0001629,Walter Smith
tt0340163,nm0005583,Jane Talley
tt0340163,nm1497548,Tommy Smith
tt0243133,nm0000671,Ed Crane
tt0243133,nm0000531,Doris Crane
tt0243133,nm0045937,Frank
tt0243133,nm0001254,Big Dave Brewster
tt8721424,nm1940449,Jonathan Larson
tt8721424,nm3381295,Susan
tt8721424,nm1296587,Michael
tt8721424,nm1227814,Karessa
tt2199571,nm0000553,Jimmy Conlon
tt2199571,nm0000438,Shawn Maguire
tt2199571,nm1172478,Mike Conlon
tt2199571,nm0000352,Detective John Harding
tt1142977,nm0000213,Elsa Van Helsing
tt1142977,nm0001573,Mrs. Frankenstein
tt1142977,nm0001573,Weird Girl
tt1142977,nm0001573,Gym Teacher
tt1142977,nm0001737,Mr. Frankenstein
tt1142977,nm0001737,Mr. Burgemeister
tt1142977,nm0001737,Nassor
tt1142977,nm0001445,Mr. Rzykruski
tt0365830,nm0085312,JB
tt0365830,nm0309307,KG
tt0365830,nm0715469,Lee
tt0365830,nm0227875,Dio
tt1063669,nm0900915,Rainer Wenger
tt1063669,nm1035643,Tim Stoltefuss
tt1063669,nm0726262,Marco
tt1063669,nm1457472,Karo
tt10016180,nm0000243,Joe 'Deke' Deacon
tt10016180,nm1785339,Jim Baxter
tt10016180,nm0001467,Albert Sparma
tt10016180,nm0061777,Detective Sal Rizoli
tt0758746,nm0655585,Clay Miller
tt0758746,nm1119462,Whitney Miller
tt0758746,nm0575216,Jason Voorhees
tt0758746,nm1263939,Jenna
tt0186151,nm0000598,Frank Sullivan
tt0186151,nm0001029,John Sullivan
tt0186151,nm0236495,Jack Shepard
tt0186151,nm0593310,Julia Sullivan
tt1078940,nm0000681,Dave
tt1078940,nm0015196,Ronnie
tt1078940,nm0269463,Joey
tt1078940,nm0000867,Jason
tt1682180,nm1985859,India Stoker
tt1682180,nm0000173,Evelyn Stoker
tt1682180,nm0328828,Charles Stoker
tt1682180,nm0000551,Richard Stoker
tt1007029,nm0000658,Margaret Thatcher
tt1007029,nm0000980,Denis Thatcher
tt1007029,nm0001290,Michael Heseltine
tt1007029,nm0114742,June - Housekeeper
tt0120889,nm0000245,Chris Nielsen
tt0120889,nm0000421,Albert
tt0120889,nm0001711,Annie Nielsen
tt0120889,nm0001884,The Tracker
tt3717490,nm4223882,Jason (Red Ranger)
tt3717490,nm4305463,Kimberly (Pink Ranger)
tt3717490,nm5518972,Billy (Blue Ranger)
tt3717490,nm3485108,Zack (Black Ranger)
tt4777008,nm0001401,Maleficent
tt4777008,nm1102577,Aurora
tt4777008,nm6170168,Prince Philip
tt4777008,nm0000201,Queen Ingrith
tt1327194,nm1374980,Logan
tt1327194,nm2279940,Beth
tt1327194,nm0001100,Ellie
tt1327194,nm2546716,Ben
tt0901476,nm0005028,Liv
tt0901476,nm0004266,Emma
tt0901476,nm0000298,Marion
tt0901476,nm1034965,Nate
tt1188996,nm0451321,Rizvan Khan
tt1188996,nm0004418,Mandira Khan
tt1188996,nm2974366,Radha
tt1188996,nm1995953,Sarah Garrick
tt0338337,nm0000255,Jennings
tt0338337,nm0001173,Rethrick
tt0338337,nm0000235,Rachel
tt0338337,nm0355910,Agent Klein
tt0236493,nm0000093,Jerry Welbach
tt0236493,nm0000210,Samantha Barzel
tt0236493,nm0001254,Leroy
tt0236493,nm0799777,Ted Slocum
tt0790686,nm0000662,Ben Carson
tt0790686,nm1745736,Amy Carson
tt0790686,nm0005442,Angela Carson
tt0790686,nm2624602,Michael Carson
tt0104348,nm0000199,Ricky Roma
tt0104348,nm0000493,Shelley Levene
tt0104348,nm0000285,Blake
tt0104348,nm0000273,George Aaronow
tt1144884,nm1214657,Hunt
tt1144884,nm0020739,MILF
tt1144884,nm0020739,Samantha
tt1144884,nm0278767,Mechanic
tt1144884,nm2092545,Nick
tt0327850,nm0425005,Beck
tt0327850,nm0005405,Travis
tt0327850,nm0000686,Hatcher
tt0327850,nm0206257,Mariana
tt0870111,nm0001449,Richard Nixon
tt0870111,nm0790688,David Frost
tt0870111,nm0000102,Jack Brennan
tt0870111,nm0005377,"James Reston, Jr."
tt0390384,nm1503403,Aaron
tt0390384,nm1503383,Abe
tt0390384,nm1503463,Robert
tt0390384,nm0881420,Phillip
tt0277371,nm0500200,Janey Briggs
tt0277371,nm0005326,Priscilla
tt0277371,nm0262635,Jake Wyler
tt0277371,nm0647638,Austin
tt1073498,nm0536630,Leonidas
tt1073498,nm0001757,Captain
tt1073498,nm0001182,Queen Margo
tt1073498,nm0205772,Xerxes
tt1509767,nm0503567,D'Artagnan
tt1509767,nm0532193,Athos
tt1509767,nm0829032,Porthos
tt1509767,nm0000170,Milady de Winter
tt1433108,nm0425005,Driver
tt1433108,nm0000671,Cop
tt1433108,nm1192254,Lily
tt1433108,nm4170324,Prison Guard
tt1567609,nm0000154,Driver
tt1567609,nm3172776,Kid
tt1567609,nm0319843,Javi
tt1567609,nm0643740,Caracas
tt0119164,nm0001015,Gaz
tt0119164,nm0929489,Gerald
tt0119164,nm0004692,Dave
tt0119164,nm0810890,Nathan
tt1438176,nm0947338,Charley Brewster
tt1438176,nm0268199,Jerry
tt1438176,nm0855039,Peter Vincent
tt1438176,nm0001057,Jane Brewster
tt0406375,nm1242688,Walter
tt0406375,nm1501050,Danny
tt0406375,nm1009277,Astronaut
tt0406375,nm0000209,Dad
tt0120873,nm0000169,Samuel Gerard
tt0120873,nm0000648,Sheridan
tt0120873,nm0000375,Royce
tt0120873,nm0001592,Renfro
tt0300471,nm0000329,Chon Wang
tt0300471,nm0005562,Roy O'Bannon
tt0300471,nm0939056,Chon Lin
tt0300471,nm1093951,Charlie
tt0116705,nm0000216,Howard Langston
tt0116705,nm0005435,Myron Larabee
tt0116705,nm0367005,Ted Maltin
tt0116705,nm0001854,Liz Langston
tt3195644,nm0000551,Sean Brenner
tt3195644,nm2640887,Quinn Brenner
tt3195644,nm0760151,Tucker
tt3195644,nm1191481,Specs
tt0120184,nm0000163,Norman
tt0120184,nm0000232,Beth
tt0120184,nm0000168,Harry
tt0120184,nm0001075,Barnes
tt0889573,nm0000098,Kassie Larson
tt0889573,nm0000867,Wally Mars
tt0889573,nm0933940,Roland
tt0889573,nm0000156,Leonard
tt0426931,nm0383603,August Rush
tt0426931,nm0005392,Lyla Novacek
tt0426931,nm0001667,Louis Connelly
tt0426931,nm0005024,Richard Jeffries
tt5813916,nm5384553,First Lieutenant Oguz Caglar
tt5813916,nm1832249,Specialist Bekir Özbey
tt5813916,nm1614951,Ceyda Balaban
tt5813916,nm1759557,Lieutenant Colonel Veysel Gökmusa
tt0373926,nm0000173,Silvia Broome
tt0373926,nm0000576,Tobin Keller
tt0373926,nm0001416,Dot Woods
tt0373926,nm0159802,Nils Lud
tt3606752,nm0005562,Lightning McQueen
tt3606752,nm2242399,Cruz Ramirez
tt3606752,nm0177933,Smokey
tt3606752,nm0277213,Sterling
tt1478964,nm3915784,Moses
tt1478964,nm2092886,Sam
tt1478964,nm3906429,Pest
tt1478964,nm3915728,Jerome
tt2548396,nm1813221,Hamilton
tt2548396,nm0654648,Kiel
tt2548396,nm0117709,Schmidt
tt2548396,nm0651159,Monk
tt0159273,nm0000432,Reigart
tt0159273,nm0005562,Burnett
tt0159273,nm0532683,Stackhouse
tt0159273,nm0925916,Rodway
tt0185431,nm0001191,Nicky
tt0185431,nm0000099,Valerie Veran
tt0185431,nm0000172,Dad
tt0185431,nm0406975,Adrian
tt0247745,nm0151540,Thorny
tt0247745,nm0373571,Farva
tt0247745,nm0899282,College Boy 1
tt0247745,nm0449466,College Boy 2
tt0427152,nm0136797,Barry
tt0427152,nm0748620,Tim
tt0427152,nm1210895,Julie
tt0427152,nm0302108,Therman
tt0401383,nm0023832,Jean-Do
tt0401383,nm0782561,Céline
tt0401383,nm0189887,Henriette Roi
tt0401383,nm0175931,Claude
tt1053424,nm0000179,Remy
tt1053424,nm0001845,Jake
tt1053424,nm0103797,Beth
tt1053424,nm0000630,Frank
tt5638642,nm1245863,Luke
tt5638642,nm2468782,Phil
tt5638642,nm1674947,Hutch
tt5638642,nm0873744,Dom
tt1985966,nm0352778,Flint Lockwood
tt1985966,nm0267506,Sam Sparks
tt1985966,nm0287182,Chester V
tt1985966,nm0000439,Steve
tt0780653,nm0001125,Lawrence Talbot
tt0780653,nm0000164,Sir John Talbot
tt0780653,nm1289434,Gwen Conliffe
tt0780653,nm0581163,Ben Talbot
tt0107206,nm0000142,Frank Horrigan
tt0107206,nm0000518,Mitch Leary
tt0107206,nm0000623,Lilly Raines
tt0107206,nm0001518,Al D'Andrea
tt0230030,nm0000409,Elliot
tt0230030,nm0000167,The Devil
tt0230030,nm0640323,Alison
tt0230030,nm0640323,Nicole
tt0230030,nm0794896,Carol
tt0230030,nm0794896,Penthouse Hostess
tt6277462,nm0000821,Guru
tt6277462,nm1633541,Shiva
tt6277462,nm1017633,Isha
tt6277462,nm0015459,Anish Shetty
tt1333125,nm1297015,"Veronica (segment ""Veronica"")"
tt1333125,nm0580351,"Donald (segment ""Truth or Dare"")"
tt1333125,nm0000152,"Boss (segment ""iBabe"")"
tt1333125,nm0000630,"Robert (segment ""Homeschooled"")"
tt0106611,nm0001006,Irv
tt0106611,nm0502442,Derice Bannock
tt0106611,nm0234791,Sanka Coffie
tt0106611,nm0507644,Junior Bevil
tt0462504,nm0000288,Dieter Dengler
tt0462504,nm0001872,Duane
tt0462504,nm0001111,Gene
tt0462504,nm0340260,Squad Leader
tt0475276,nm0059654,Todd Beamer
tt0475276,nm1880888,Nicole Carol Miller
tt0475276,nm1154919,Waleska Martinez
tt0475276,nm1838836,Captain Jason M. Dahl
tt0393109,nm0330687,Brendan
tt0393109,nm0001305,The Pin
tt0393109,nm0211087,Emily
tt0393109,nm0328709,Kara
tt1386932,nm0947447,Ip Man
tt1386932,nm2119781,Wong Shun-Leung
tt1386932,nm0005033,Master Hung Chun-Nam
tt1386932,nm3237713,Cheung Wing-Sing
tt0099700,nm0002090,Billy Peltzer
tt0099700,nm0000121,Kate Beringer
tt0099700,nm0005177,Gizmo
tt0099700,nm0709704,Brain Gremlin
tt0118689,nm0000100,Mr. Bean
tt0118689,nm0001493,David Langley
tt0118689,nm0590055,Chairman
tt0118689,nm0715622,Alison Langley
tt0114924,nm0000113,Lucy
tt0114924,nm0000597,Jack
tt0114924,nm0001251,Peter
tt0114924,nm0001967,Ox
tt1397514,nm1242688,Sean
tt1397514,nm0425005,Hank
tt1397514,nm0000323,Alexander
tt1397514,nm0350079,Gabato
tt0113101,nm0000619,Ted the Bellhop
tt0113101,nm0000104,"Man (segment ""The Misbehavers"")"
tt0113101,nm0205423,"Jezebel (segment ""The Missing Ingredient"")"
tt0113101,nm0004866,"Diana (segment ""The Missing Ingredient"")"
tt1038686,nm0079273,Michael
tt1038686,nm0000598,Bob Hanson
tt1038686,nm0001165,Percy Walker
tt1038686,nm0085407,Jeep Hanson
tt0118615,nm0000685,Paul Serone
tt0118615,nm0000182,Terri Flores
tt0118615,nm0000655,Dr. Steven Cale
tt0118615,nm0001084,Danny Rich
tt9243804,nm2353862,Gawain
tt9243804,nm2539953,Essel
tt9243804,nm2539953,The Lady
tt9243804,nm0249291,The Lord
tt9243804,nm0002004,Mother
tt4572514,nm0000242,Tommy Saunders
tt4572514,nm1157358,Carol Saunders
tt4572514,nm0799777,Sergeant Jeffrey Pugliese
tt4572514,nm0000422,Commissioner Ed Davis
tt2494362,nm0000621,Sheriff Hunt
tt2494362,nm0933940,Arthur
tt2494362,nm0289142,Brooder
tt2494362,nm0420955,Chicory
tt1216492,nm0010736,Anna
tt1216492,nm0328828,Declan
tt1216492,nm0004395,Jeremy
tt1216492,nm0001475,Jack
tt0120902,nm0000141,Agent Fox Mulder
tt0120902,nm0000096,Agent Dana Scully
tt0120902,nm0627453,The Well-Manicured Man
tt0120902,nm0205657,The Cigarette-Smoking Man
tt0110622,nm0000558,Lt. Frank Drebin
tt0110622,nm0001636,Jane Spencer
tt0110622,nm0001421,Ed Hocken
tt0110622,nm0001740,Nordberg
tt0799949,nm0671980,Edward
tt0799949,nm0177639,White Bitch
tt0799949,nm0929609,Aslo
tt0799949,nm0968405,Peter Pervertsky
tt0865556,nm0000329,Lu Yan
tt0865556,nm0000329,Old Hop
tt0865556,nm0001472,The Monkey King
tt0865556,nm0001472,The Silent Monk
tt0865556,nm0029400,Jason Tripitikas
tt0865556,nm2973494,Southie Girl
tt0848537,nm1086543,Mary Katherine (M.K.)
tt0848537,nm1242688,Nod
tt0848537,nm0461498,Queen Tara
tt0848537,nm0268199,Ronin
tt1791528,nm0001618,"Larry ""Doc"" Sportello"
tt1791528,nm0000982,"Lt. Det. Christian F. ""Bigfoot"" Bjornsen"
tt1791528,nm0005562,Coy Harlingen
tt1791528,nm2239702,Shasta Fay Hepworth
tt0102266,nm0000246,Joe Hallenbeck
tt0102266,nm0001834,Jimmy Dix
tt0102266,nm0001210,Sarah Hallenbeck
tt0102266,nm0932244,Sheldon Marcone
tt14138650,nm0000288,Augustus Landor
tt14138650,nm0577982,Cadet Edgar Allan Poe
tt14138650,nm0564402,Captain Hitchcock
tt14138650,nm0001758,Superintendent Thayer
tt0409182,nm0000377,Richard Nelson
tt0409182,nm0000621,Robert Ramsey
tt0409182,nm0002536,Jennifer Ramsey
tt0409182,nm0524197,Dylan Johns
tt0292963,nm0000450,Andy
tt0292963,nm0000160,Hank
tt0292963,nm0001215,Charles
tt0292963,nm0000673,Gina
tt4686844,nm0000114,Nikita Khrushchev
tt4686844,nm0750971,Lavrenti Beria
tt4686844,nm0001787,Georgy Malenkov
tt4686844,nm2057859,Svetlana
tt1536044,nm2209370,Katie
tt1536044,nm2913790,Micah
tt1536044,nm1454378,Ali Rey
tt1536044,nm4148609,Surveillance Camera Expert
tt2224026,nm1433588,Oh
tt2224026,nm1982597,Gratuity 'Tip' Tucci
tt2224026,nm0000188,Captain Smek
tt2224026,nm0000182,Lucy Tucci
tt0213847,nm0000899,Malèna Scordia
tt0213847,nm0837868,Renato Amoroso
tt0213847,nm0270119,Renato's Father
tt0213847,nm0681218,Renato's Mother
tt0335245,nm0000158,Professor G.H. Dorr
tt0335245,nm0005541,Gawain MacSam
tt0335245,nm0355659,Marva Munson
tt0335245,nm0799777,Garth Pancake
tt4849438,nm1659141,Amarendra Baahubali
tt4849438,nm1659141,Mahendra Baahubali
tt4849438,nm2281292,Bhallaladeva
tt4849438,nm2011932,Devasena
tt4849438,nm1961459,Avanthika
tt0861739,nm0609944,Capitão Nascimento
tt0861739,nm2386123,André Matias
tt0861739,nm0432753,Neto
tt0861739,nm1141101,Capitão Fábio
tt0386117,nm2504006,Max
tt0386117,nm0001573,Judith
tt0386117,nm0001845,Ira
tt0386117,nm2589551,Claire
tt3381008,nm0056187,Nobby
tt3381008,nm0835016,Sebastian Graves
tt3381008,nm2313103,Dawn Grobham
tt3381008,nm7534357,Tsunami
tt1618442,nm0004874,Kaulder
tt1618442,nm3310211,Chloe
tt1618442,nm0000704,Dolan 37th
tt1618442,nm0959963,Belial
tt0376136,nm0000136,Kemp
tt0376136,nm0000610,Moberg
tt0376136,nm0001173,Sanderson
tt0376136,nm0728346,Sala
tt4465564,nm0424848,Anastasia Steele
tt4465564,nm1946193,Christian Grey
tt4465564,nm0425053,Jack Hyde
tt4465564,nm3037833,Kate Kavanagh
tt0111495,nm0001393,Valentine
tt0111495,nm0004462,Le juge
tt0111495,nm0270073,Karin
tt0111495,nm0521051,Auguste
tt0108394,nm0000300,Julie
tt0108394,nm0952498,Karol Karol (cameo)
tt0108394,nm0000365,Dominique (cameo)
tt0108394,nm0753666,Olivier
tt8760708,nm4129745,Gemma
tt8760708,nm8627157,Cady
tt8760708,nm5307044,David
tt8760708,nm13143634,M3gan
tt1571222,nm1055413,Carl Jung
tt1571222,nm0461136,Sabina Spielrein
tt1571222,nm0001557,Sigmund Freud
tt1571222,nm0001993,Otto Gross
tt2170593,nm0000195,Vincent
tt2170593,nm0565250,Maggie
tt2170593,nm0915208,Daka
tt2170593,nm5897057,Oliver
tt1623288,nm2240346,Norman Babcock
tt1623288,nm0447695,Courtney Babcock
tt1623288,nm2395586,Alvin
tt1623288,nm3235380,Neil
tt0209958,nm0000182,Catherine Deane
tt0209958,nm0000681,Peter Novak
tt0209958,nm0000352,Carl Stargher
tt0209958,nm0416381,Edward Baines
tt0342258,nm0001472,Danny
tt0342258,nm0001364,Bart
tt0342258,nm0000151,Sam
tt0342258,nm0174403,Victoria
tt0396555,nm0360743,Lewis
tt0396555,nm1130617,Wilbur
tt0396555,nm0000291,Mildred
tt0396555,nm1627748,Lewis
tt0343737,nm0000354,Edward Wilson
tt0343737,nm0001401,Margaret 'Clover' Russell
tt0343737,nm0000134,Bill Sullivan
tt0343737,nm0000285,Sam Murach
tt0426883,nm0386472,Johnny Truelove
tt0426883,nm0005493,Frankie Ballenbacher
tt0426883,nm0947338,Zack Mazursky
tt0426883,nm0000246,Sonny Truelove
tt3622592,nm1822659,Quentin
tt3622592,nm5353321,Margo
tt3622592,nm3641002,Ben
tt3622592,nm6819854,Radar
tt0349205,nm0000188,Tom Baker
tt0349205,nm0001372,Kate Baker
tt0349205,nm0240381,Lorraine Baker
tt0349205,nm0005305,Nora Baker
tt1800246,nm1374980,Jason
tt1800246,nm0430107,Mikey
tt1800246,nm1886602,Daniel
tt1800246,nm1782299,Ellie
tt4094724,nm0342029,Leo Barnes
tt4094724,nm0593310,Senator Charlie Roan
tt4094724,nm0932112,Joe Dixon
tt4094724,nm1928515,Marcos
tt0758766,nm0000424,Alex Fletcher
tt0758766,nm0000106,Sophie Fisher
tt0758766,nm2187603,Colin Thompson
tt0758766,nm0045813,Pop Bass Player
tt0288477,nm0000523,Epps
tt0288477,nm0000321,Murphy
tt0288477,nm0253035,Dodge
tt0288477,nm0004993,Ferriman
tt0386140,nm0000104,Don Alejandro de la Vega
tt0386140,nm0000104,Zorro
tt0386140,nm0001876,Elena de la Vega
tt0386140,nm0001722,Armand
tt0386140,nm1642653,Brother Ignacio
tt0412019,nm0000195,Don Johnston
tt0412019,nm0001448,Carmen
tt0412019,nm0000232,Laura
tt0412019,nm0000365,Sherry
tt0480242,nm0136797,Dan
tt0480242,nm0000300,Marie
tt0480242,nm0176981,Mitch
tt0480242,nm0683467,Jane
tt0441909,nm0004851,Raimunda
tt0441909,nm0560962,Irene
tt0441909,nm0240318,Sole
tt0441909,nm0692391,Agustina
tt0480255,nm0252961,Roque
tt0480255,nm0757855,Aisha
tt0480255,nm0604742,Clay
tt0480255,nm0262635,Jensen
tt1027718,nm0479471,Jake Moore
tt1027718,nm0000140,Gordon Gekko
tt1027718,nm1659547,Winnie Gekko
tt1027718,nm0000982,Bretton James
tt1614989,nm0377336,Roger
tt1614989,nm4033934,Diana
tt1614989,nm0182666,Clas Greve
tt1614989,nm1274152,Lotte
tt1232200,nm0001191,Donny
tt1232200,nm1676221,Todd
tt1232200,nm1015262,Jamie
tt1232200,nm0000215,Mary McGarricle (Present Day)
tt1172049,nm0350453,Davis
tt1172049,nm0915208,Karen
tt1172049,nm0177933,Phil
tt1172049,nm6237346,Chris
tt0298814,nm0001173,Josh
tt0298814,nm0005476,Beck
tt0298814,nm0005148,Brazzelton
tt0298814,nm0339304,Commander Richard Iverson
tt4731136,nm2851530,Lockhart
tt4731136,nm0005042,Volmer
tt4731136,nm5301405,Hannah
tt4731136,nm2166477,Enrico
tt1657507,nm0757855,Cataleya
tt1657507,nm0890232,Danny Delanay
tt1657507,nm0089485,Richard
tt1657507,nm0003244,Marco
tt1622547,nm0251986,Nick
tt1622547,nm1144419,Dwayne
tt1622547,nm0841910,Travis
tt1622547,nm2106637,Chet
tt1714915,nm0842770,Eve
tt1714915,nm1089991,Adam
tt1714915,nm1985859,Ava
tt1714915,nm0000457,Christopher Marlowe
tt1853739,nm1801800,Erin
tt1853739,nm1846132,Drake
tt1853739,nm1410105,Crispian
tt1853739,nm2431167,Felix
tt0452702,nm0000295,Amy Fox
tt0452702,nm0005561,David Fox
tt0452702,nm0001844,Mason
tt0452702,nm0256121,Mechanic
tt5503686,nm2090422,Destiny
tt5503686,nm0000182,Ramona
tt5503686,nm0005466,Elizabeth
tt5503686,nm9724879,Justice
tt1023111,nm0267511,Jake Tyler
tt1023111,nm0005023,Jean Roqua
tt1023111,nm1720028,Baja Miller
tt1023111,nm1544217,Ryan McCarthy
tt1860353,nm0005351,Turbo
tt1860353,nm0316079,Chet
tt1860353,nm0748973,Burn
tt1860353,nm0000168,Whiplash
tt0118883,nm0000154,Jerry Fletcher
tt0118883,nm0000210,Alice Sutton
tt0118883,nm0001772,Dr. Jonas
tt0118883,nm0185475,Agent Lowry
tt1675192,nm0788335,Curtis
tt1675192,nm1567113,Samantha
tt1675192,nm0924154,Dewart
tt1675192,nm3964962,Hannah LaForche
tt1179056,nm0355097,Freddy Krueger
tt1179056,nm1913734,Nancy Holbrook
tt1179056,nm0973177,Quentin Smith
tt1179056,nm1556320,Kris Fowles
tt0109444,nm0000148,Jack Ryan
tt0109444,nm0000353,Clark
tt0109444,nm0000271,Cathy Ryan
tt0109444,nm0021835,Felix Cortez
tt6048922,nm0000158,Captain Krause
tt6048922,nm0000223,Evelyn
tt6048922,nm0334318,Charlie Cole
tt6048922,nm5090093,Lt. Nystrom
tt0477302,nm4223385,Oskar Schell
tt0477302,nm0000158,Thomas Schell
tt0477302,nm0000113,Linda Schell
tt0477302,nm0001884,The Renter
tt0120907,nm0000179,Ted Pikul
tt0120907,nm0000492,Allegra Geller
tt0120907,nm0000453,Kiri Vinokur
tt0120907,nm0000353,Gas
tt1206885,nm0000230,John Rambo
tt1206885,nm0891895,Carmen Delgado
tt1206885,nm0673824,Hugo Martinez
tt1206885,nm0056770,Maria Beltran
tt0105417,nm0000155,Deloris
tt0105417,nm0001749,Mother Superior
tt0105417,nm0000172,Vince LaRocca
tt0105417,nm0638056,Eddie Souther
tt0892318,nm1086543,Sophie
tt0892318,nm0305558,Victor
tt0892318,nm0000603,Claire
tt0892318,nm0213482,Lorraine
tt0106220,nm0001378,Morticia Addams
tt0106220,nm0000471,Gomez Addams
tt0106220,nm0000502,Uncle Fester Addams
tt0106220,nm0000349,Debbie Jellinsky
tt1839492,nm0200452,Calvin Weir-Fields
tt1839492,nm1443740,Ruby Sparks
tt1839492,nm0000906,Gertrude
tt1839492,nm0000104,Mort
tt2193215,nm1055413,Counselor
tt2193215,nm0004851,Laura
tt2193215,nm0000139,Malkina
tt2193215,nm0000849,Reiner
tt6189022,nm0124930,Mike Banning
tt6189022,nm5520750,Travis Cole
tt6189022,nm0396812,Wade Jennings
tt6189022,nm6875258,Bruno
tt2980592,nm1405398,"""David"""
tt2980592,nm0445992,Laura Peterson
tt2980592,nm2140860,Anna Peterson
tt2980592,nm0601376,Craig
tt1781769,nm0461136,Anna Karenina
tt1781769,nm0000179,Karenin
tt1781769,nm1093951,Vronsky
tt1781769,nm0532193,Oblonsky
tt0337921,nm0000107,Jessica Martin
tt0337921,nm0262635,Ryan
tt0337921,nm0005458,Ethan
tt0337921,nm0000513,Sgt. Bob Mooney
tt0318462,nm0305558,Ernesto Guevara de la Serna
tt0318462,nm0209404,Alberto Granado
tt0318462,nm0535502,Chichina Ferreyra
tt0318462,nm0608187,Celia de la Serna (Argentina)
tt0395584,nm0354085,Captain Spaulding
tt0395584,nm0600667,Baby
tt0395584,nm0608405,Otis
tt0395584,nm0001235,Sheriff Wydell
tt1602620,nm0004462,Georges
tt1602620,nm0728938,Anne
tt1602620,nm0001376,Eva
tt1602620,nm1225096,Alexandre
tt1240982,nm1144419,Thadeous
tt1240982,nm0000204,Isabel
tt1240982,nm0290556,Fabious
tt1240982,nm1727356,Courtney
tt4530422,nm5381254,PFC Edward Boyce
tt4530422,nm0751518,Cpl. Lewis Ford
tt4530422,nm7230577,Chloe Laurent
tt4530422,nm1561982,Captain Wafner
tt4682786,nm0000226,Howard
tt4682786,nm0001570,Whit
tt4682786,nm0000701,Claire
tt4682786,nm0671567,Simon
tt0248667,nm0000226,Cassius Clay
tt0248667,nm0000226,Muhammad Ali
tt0248667,nm0004937,Drew 'Bundini' Brown
tt0248667,nm0000685,Howard Cosell
tt0248667,nm0005522,Malcolm X
tt7752126,nm0006969,Tori Breyer
tt7752126,nm0219292,Kyle Breyer
tt7752126,nm6676262,Brandon Breyer
tt7752126,nm6561765,Royce
tt0122718,nm0000379,Christy Fimple
tt0122718,nm0808376,Alan Abernathy
tt0122718,nm0189144,Irwin Wayfair
tt0122718,nm0001542,Larry Benson
tt2241351,nm0000123,Lee Gates
tt2241351,nm0000210,Patty Fenn
tt2241351,nm1925239,Kyle Budwell
tt2241351,nm0922035,Walt Camby
tt0127536,nm0000949,Elizabeth I
tt0127536,nm0318884,Female Martyr
tt0127536,nm0191358,Master Ridley
tt0127536,nm0289183,Male Martyr
tt0124315,nm0001497,Homer Wells
tt0124315,nm0000234,Candy Kendall
tt0124315,nm0000323,Dr. Wilbur Larch
tt0124315,nm0005148,Mr. Rose
tt1477076,nm0068551,Jigsaw
tt1477076,nm0068551,John
tt1477076,nm0541908,Hoffman
tt1477076,nm0751018,Jill
tt1477076,nm0000144,Dr. Gordon
tt0115759,nm0000237,Vic Deakins
tt0115759,nm0000225,Riley Hale
tt0115759,nm0000526,Terry Carmichael
tt0115759,nm0005148,Colonel Max Wilkins
tt2431286,nm0001132,Philomena Lee
tt2431286,nm0176869,Martin Sixsmith
tt2431286,nm4080531,Young Philomena
tt2431286,nm0001858,Mary
tt0348333,nm0005351,Monty
tt0348333,nm0267506,Serena
tt0348333,nm0197855,Mitch
tt0348333,nm0519043,Dean
tt8503618,nm0592135,Alexander Hamilton
tt8503618,nm5623883,Eliza Hamilton
tt8503618,nm1502434,Aaron Burr
tt8503618,nm0325989,Angelica Schuyler
tt0452637,nm0316079,Cleveland Heep
tt0452637,nm0397171,Story
tt0452637,nm0942482,Mr. Dury
tt0452637,nm0000837,Harry Farber
tt0138749,nm0000177,Tulio
tt0138749,nm0000110,Miguel
tt0138749,nm0001609,Chel
tt0138749,nm0000800,Tzekel-Kan
tt2140379,nm0005351,Young Damian
tt2140379,nm2358540,Madeline
tt2140379,nm0328828,Albright
tt2140379,nm0001426,Damian
tt1396218,nm0000120,Mr. Popper
tt1396218,nm0001303,Amanda
tt1396218,nm0001450,Mrs. Van Gundy
tt1396218,nm1166041,Pippi
tt0404390,nm0908094,Joey Gazelle
tt0404390,nm1080974,Oleg Yugorsky
tt0404390,nm0001590,Detective Rydell
tt0404390,nm0267812,Teresa Gazelle
tt1502404,nm0000115,Milton
tt1502404,nm1720028,Piper
tt1502404,nm0001209,The Accountant
tt1502404,nm0121605,Jonah King
tt0879870,nm0000210,Liz Gilbert
tt0879870,nm0000849,Felipe
tt0879870,nm0420955,Richard from Texas
tt0879870,nm0205626,Delia Shiraz
tt0163187,nm0000210,Maggie Carpenter
tt0163187,nm0000152,Ike Graham
tt0163187,nm0000349,Peggy Flemming
tt0163187,nm0001185,Fisher
tt0400717,nm0005110,Elliot
tt0400717,nm0001454,Boog
tt0400717,nm0005226,Beth
tt0400717,nm0000641,Shaw
tt1379182,nm1176651,Father
tt1379182,nm0885091,Mother
tt1379182,nm1465326,Older Daughter
tt1379182,nm3217334,Son
tt0313542,nm0000131,Nicholas Easter
tt0313542,nm0001838,Marlee
tt0313542,nm0000432,Rankin Fitch
tt0313542,nm0000163,Wendell Rohr
tt2870612,nm0917347,Scarlett
