userID,actorID
judithnelson49,nm0322407
williamcook74,nm4594069
toddlong14,nm0502232
johnrobinson05,nm2085629
joshuaperry79,nm0001103
lindaharris27,nm0007228
michellereed37,nm1389064
garyhall49,nm0652011
cherylharris16,nm2608689
stephaniepatterson16,nm0156858
josephmurphy49,nm5663632
haroldharris98,nm2138653
angelathompson31,nm7368157
loriramirez21,nm0070991
emilyreed52,nm0299998
brendarichardson23,nm1126326
walterwood29,nm6343162
fredwilson37,nm0322513
lilliankelly36,nm0236952
catherinejenkins52,nm2274399
samuelhoward60,nm0847624
evelynjones57,nm2976830
sharonhayes97,nm5444837
stephenstewart91,nm0004418
christineturner72,nm3153688
samuelhughes64,nm0851767
louiscooper88,nm3367112
philliphayes00,nm0138701
kimberlycoleman07,nm0005216
dianeturner51,nm0768027
russelltorres54,nm5939164
albertrussell46,nm0440604
carlsmith23,nm4965754
saraevans13,nm1411240
lawrencepatterson08,nm0992538
albertsanchez08,nm4278439
markcarter93,nm1064823
andreaking66,nm2331786
judybarnes10,nm1753862
keithanderson57,nm5014360
kathleenrodriguez03,nm1478076
christophermartin09,nm9931333
howardmoore29,nm2588226
antonioward87,nm7610067
julialee64,nm9091047
theresajohnson81,nm0587950
toddjones59,nm2863907
stevegriffin64,nm9641595
benjaminmorris31,nm3494226
ernestparker15,nm1089991
laurawilliams50,nm0809720
paulstewart33,nm3107870
anneperry64,nm1173749
juliabrown15,nm2325018
albertgray12,nm1402143
brucebaker72,nm0155913
martinstewart92,nm0214766
ernestphillips78,nm2259283
alanperez45,nm4408148
christophermorgan87,nm1488483
sarahyoung21,nm0527045
jerrywatson93,nm2315197
angelarussell86,nm1819083
randyperez75,nm0084114
phyllisjohnson50,nm0850858
judybennett70,nm1092022
garynelson82,nm0382968
emilyphillips54,nm2790534
annmurphy82,nm0619178
jamesturner63,nm7314835
johnnybrooks94,nm2865678
williamrogers32,nm4161568
tinatorres10,nm1324246
joshuadavis56,nm0359149
michaelharris02,nm0708873
pamelaallen04,nm7874279
nancystewart56,nm2371735
robertallen47,nm0314514
anthonyhernandez83,nm3599039
kimberlyrivera51,nm3316635
samuelmurphy59,nm5129212
fredrobinson49,nm2794388
jackedwards70,nm0000527
loribell99,nm4762741
billyhall70,nm0692301
ralphpatterson30,nm1727367
geraldpatterson02,nm0297578
ernestlong60,nm0775455
roycox55,nm1845700
victorramirez80,nm0270451
rosewilson72,nm0756839
bonniemoore50,nm0000554
susanmitchell80,nm0620936
ashleycampbell63,nm0151068
benjaminparker30,nm9665672
stephaniecoleman18,nm9366122
andrewlong85,nm0005533
josebrown44,nm8141375
melissafoster75,nm2059093
marthataylor64,nm0246612
jacquelineturner39,nm2056274
markturner26,nm14643698
ernestlopez48,nm0253967
mildredanderson65,nm0009629
sarahperry08,nm0063571
antoniogriffin82,nm0219206
matthewstewart14,nm0625456
wayneyoung12,nm3820033
richardrivera92,nm0065874
karenbrooks75,nm0225419
geraldrobinson82,nm0327404
dennissmith99,nm4785118
lawrenceadams00,nm9348659
brianbailey66,nm0713552
beverlyscott67,nm0040586
irenehenderson87,nm0001069
larryflores84,nm3945531
stephaniesimmons73,nm4313760
dianesanchez60,nm0001515
josephharris70,nm0421087
stevenrobinson19,nm0245112
loisrichardson09,nm0507073
martharussell65,nm0126284
garymurphy04,nm0935653
cynthiabrooks57,nm0740581
garygriffin73,nm10469206
seannelson67,nm1187374
louisscott69,nm0032810
rogersmith55,nm0422205
williecollins14,nm1271759
margaretjenkins47,nm2721366
beverlycooper51,nm2316384
ronaldscott43,nm1690331
harryyoung33,nm4530746
brucebell45,nm0205811
annehoward22,nm3200920
judyevans17,nm0265670
craigcampbell60,nm4768271
rogerbailey61,nm0029025
susanroberts57,nm0109517
jeffreyclark57,nm5730649
jesseward26,nm0001035
kathrynward21,nm1693588
jimmywood78,nm6594362
gregorymartinez09,nm1555340
samuelcoleman34,nm1101127
carloswilson29,nm1013318
joegreen28,nm1418096
henrystewart90,nm0001826
jessicajenkins11,nm0590480
josephking10,nm4743361
angelaross89,nm0221754
ronaldhoward10,nm0942787
amandalopez85,nm0626955
ralphsanders31,nm1445349
kathyjames95,nm4696553
rebeccadavis08,nm10711801
ireneedwards18,nm1852529
fredroberts70,nm0160553
juanmurphy41,nm0049086
cynthiasmith16,nm0790689
jeremyhall93,nm5956547
roycooper71,nm1041023
williamlee24,nm5584853
christinarogers09,nm12628737
helenmartin60,nm0428923
marydiaz65,nm0701008
denisemitchell85,nm3200920
toddjackson75,nm1226817
richardmurphy57,nm0202131
annehernandez70,nm1143861
katherinebryant07,nm0000256
richardhayes83,nm0000300
kathyhill19,nm3162723
brianmorgan96,nm2802928
wandaperez27,nm2764022
richardsimmons97,nm0969153
brandonprice27,nm1082665
earlcollins91,nm1178113
lawrencestewart99,nm0809031
douglashayes27,nm0390184
pauljones19,nm0015382
harryparker19,nm0001538
aaronwilson16,nm0004376
juliabennett73,nm0361824
jasonturner11,nm0005031
rachelbennett04,nm1117791
ralphgonzalez49,nm0706567
janecollins14,nm3140538
clarencepowell57,nm5460472
janetwalker15,nm2731980
annieprice46,nm0349052
seanlee93,nm8744024
jessepeterson41,nm1090879
keithbutler29,nm1853502
justinmiller49,nm9233952
debrabennett79,nm0274750
terryrivera36,nm1621861
waynemorris90,nm1257794
amyrobinson78,nm2533979
irenebaker90,nm0329422
danielhill78,nm3493212
melissacox91,nm0334057
gregorywatson89,nm5447706
chrisjames12,nm2043234
brandonfoster68,nm1185747
louisemartin02,nm0001056
davidpatterson21,nm3146142
jamesreed74,nm8857173
christinamiller38,nm0135102
williamrivera59,nm0000391
teresagarcia90,nm0438501
rachelbrown89,nm0064546
waltercollins74,nm0068709
erichoward95,nm1098947
anthonybutler50,nm0592799
johndavis13,nm0813902
laurabailey73,nm0837744
georgeramirez25,nm3071488
haroldgonzales13,nm0115236
kennethbutler51,nm5817249
jacquelinewashington35,nm1409196
loishughes53,nm0010075
timothymorgan45,nm2217601
mariegarcia58,nm0853301
carolyngarcia91,nm1208725
terrymorris70,nm0462712
michelleross91,nm2976830
joanmorgan87,nm0805476
gloriabrown08,nm0935659
kathleenlewis30,nm1953775
amandaking15,nm0522615
tammycollins76,nm5897057
craigsimmons53,nm4088627
roycoleman00,nm5463002
cynthiahayes66,nm12366937
nicolenelson57,nm4968500
janetphillips16,nm0830371
aaronking43,nm5724719
royparker10,nm0000173
douglashill06,nm0243806
juliawilliams63,nm0283945
thomasclark62,nm1075468
katherinejames79,nm0949210
janicerivera26,nm0102185
henrysanders64,nm7270373
garyjames88,nm8971931
jesselee01,nm6998719
dianeanderson46,nm4702342
joecollins99,nm0443321
stevenhernandez67,nm1146415
andreabutler97,nm1275916
rubysanchez17,nm0537631
angelaanderson37,nm0006890
terryking88,nm0347656
cherylsanders29,nm7111158
toddtorres63,nm0654351
josephlong59,nm0751301
janetkelly88,nm4090362
saralong64,nm0636218
rebeccahoward21,nm1414974
joseclark57,nm2016091
susanstewart24,nm0665002
wandamartin60,nm1754805
loispowell89,nm8152221
brendamartinez22,nm0636426
clarencemitchell30,nm0542498
markmitchell34,nm0645648
philipsimmons37,nm1579372
jessegonzalez68,nm0001725
stevensanders15,nm1410105
ryansmith49,nm0094080
scottramirez24,nm0298048
antonioanderson79,nm0426435
waltertaylor55,nm0539678
earlwalker15,nm0811794
lisawilliams39,nm1308889
louisesanchez09,nm5932092
marilynrogers49,nm10263413
debrataylor42,nm0911933
stevemoore06,nm2460100
josephfoster28,nm0725338
stephaniemiller38,nm8324341
karenjames96,nm2483965
roybutler12,nm1988575
lisamurphy76,nm3913567
theresabrown53,nm4279413
justinallen42,nm0404332
thomasjames16,nm5604130
randylopez08,nm2143282
marybailey18,nm0799312
amygarcia06,nm0000137
jeanmartinez24,nm0155211
alananderson43,nm0388038
amyking27,nm2760330
rachelfoster96,nm1524440
russelljones20,nm7659189
dianerussell00,nm6699375
matthewmorgan57,nm0806268
earlrogers25,nm6616976
ericgriffin58,nm0829672
sandraphillips39,nm0132301
cynthiajackson15,nm2522535
jerryward96,nm0456194
frankcooper61,nm1183149
waltermartin13,nm4286535
cynthiarussell36,nm4719471
rachelnelson48,nm0328223
marthatorres50,nm0776580
lauracox42,nm0091768
jennifercox53,nm1242688
garycollins88,nm6567391
rebeccaross05,nm1134612
ericmiller28,nm1712811
wandaflores90,nm3795810
susanlopez31,nm0378245
walterbell85,nm0176882
anthonywatson39,nm4445116
kimberlyclark77,nm4419440
amandarivera08,nm0287182
janeross03,nm0527045
henrygriffin39,nm0050744
russellpeterson57,nm0089485
ericmiller28,nm0388038
juliegarcia39,nm1987447
garytaylor59,nm0115671
evelynjohnson97,nm8257146
josejames62,nm0000603
barbaragonzalez82,nm0746162
mildredcook29,nm0419741
mariamoore22,nm0046256
gregorydiaz21,nm0224565
russellbaker22,nm1271759
jacquelineanderson34,nm0906301
maryrichardson05,nm0268297
toddphillips67,nm2504581
margaretwalker06,nm7312040
elizabethmorgan15,nm0702379
dianeperry52,nm2911881
kevinanderson50,nm0102771
gloriawashington07,nm5598573
lorirodriguez78,nm0498429
bobbystewart30,nm0719444
fredsanders26,nm0784038
pamelawright11,nm0033165
ericturner24,nm3587952
anniealexander22,nm3152605
barbaraperry99,nm0189887
andreaclark52,nm1753862
brendarivera08,nm0000297
janemartin40,nm0852132
martinrussell69,nm1332451
lawrencepeterson22,nm0766046
sarakelly61,nm4965754
marilyngreen11,nm1662572
fredcoleman15,nm0073418
kennethwalker13,nm1295966
marthaevans56,nm12866203
margaretgray66,nm0021100
martinhall82,nm2965591
charleswright74,nm1085134
amylopez15,nm4957233
catherinejohnson58,nm10174309
elizabethcollins28,nm0000420
andreamorgan24,nm0151654
scotttorres38,nm0158632
lauradiaz93,nm0181920
ronaldcampbell51,nm4239082
henryhall15,nm0189887
juanjohnson10,nm0000996
toddrobinson89,nm0638056
thomasgray32,nm8257146
raymondhill17,nm2955927
phillipbell84,nm1539737
petermitchell47,nm3657043
loisbutler39,nm1402143
gloriahill61,nm0005541
angelamorris36,nm0005316
theresahill94,nm0386414
lindalong46,nm2928501
ryanramirez63,nm0000140
teresabailey10,nm3569306
jerrygonzales93,nm0731634
evelynward99,nm2720892
paulmiller78,nm0000523
stephaniesmith78,nm1267008
geraldparker19,nm0627995
phillipjenkins62,nm1324246
kellyramirez05,nm0752379
judytorres87,nm0209428
christinewashington26,nm0000183
randyperry87,nm0915989
catherinegreen19,nm0476223
phyllissimmons52,nm0877430
timothyross72,nm0329023
amandalewis66,nm1507708
shawnlewis29,nm1592211
dorothyjohnson68,nm3820033
stephaniewilson60,nm0001397
nancyward96,nm3056725
tinacarter37,nm4880714
michaelmiller58,nm0821637
bonniemartinez82,nm7452858
brandonpowell55,nm0580290
christinemoore75,nm9537602
wayneprice22,nm0005300
michellebaker24,nm6567671
jasonrobinson61,nm1154719
antoniohill67,nm0536780
harrymurphy76,nm1570568
donnamartinez82,nm0205626
carloslopez53,nm2498074
raymondpatterson57,nm0592437
janewilliams25,nm3483072
nicoleyoung29,nm0036651
marygonzales97,nm0667846
bonniewilliams38,nm0750718
donnaprice49,nm0000640
lisaalexander38,nm0794885
kathryncook28,nm0874866
louiseevans03,nm1249574
mariebryant90,nm0439642
dianefoster28,nm10289762
nicholasbailey27,nm0114460
kevinhoward09,nm3177137
paulrussell26,nm7870704
johnpowell36,nm0040038
josetaylor44,nm0121805
donaldpeterson43,nm5518392
roseroberts49,nm1758612
martinhughes21,nm0798779
christinejones61,nm1218607
harrytaylor13,nm4442319
ralphrogers63,nm0000553
jacquelineperry73,nm0564402
harryhoward84,nm2904789
russellmoore34,nm13564856
charlesrogers93,nm0183122
janetstewart10,nm0001255
markmorris52,nm0605676
jameskelly86,nm0897206
walterphillips62,nm0549629
seanward32,nm2516690
haroldsanders84,nm0722089
josephgriffin99,nm0769590
normaramirez25,nm7480081
waltercox08,nm0061777
robertgreen84,nm1773268
ashleywatson49,nm0960379
matthewbennett57,nm0000164
lisadavis81,nm4656381
patrickbryant83,nm0005017
fredfoster56,nm0005448
dorisedwards77,nm4930397
nicholaspowell55,nm0001164
petertaylor63,nm0414417
garypowell55,nm0347423
stevenevans06,nm0000327
henrypowell68,nm3598223
christinayoung26,nm1259002
angelatorres01,nm0869467
annewright34,nm4679469
stevenjohnson03,nm0170550
alicediaz82,nm0000649
nicholaslopez58,nm3997809
lindafoster48,nm1204652
phyllisroberts21,nm0052880
janetbutler86,nm1269047
joshuaprice68,nm0928134
nicolewright71,nm0075650
louiseadams70,nm4455823
emilyallen52,nm2162290
beverlyphillips45,nm2757333
gloriareed55,nm0295506
josephcooper23,nm0124208
saraedwards77,nm0579756
markhernandez48,nm10155684
harryjohnson88,nm0857663
stevesanders55,nm2728054
josephevans94,nm0858048
stevenhill16,nm0451604
beverlywood78,nm0638208
toddphillips67,nm0946026
christinegonzales93,nm6066465
tinaedwards84,nm1121232
emilyhall56,nm5094628
theresaflores56,nm0000323
janetsanchez59,nm1127958
marthaprice54,nm0028625
carlking79,nm0331162
judithscott46,nm2670109
katherinejackson31,nm6872584
jimmysanders03,nm1539788
evelynhall85,nm0284938
judithflores50,nm0770788
josecampbell80,nm12248294
scottgonzalez83,nm0001449
robertrussell83,nm2026113
lindadiaz77,nm2914059
saramurphy06,nm2965226
kathywatson69,nm0263625
patrickwashington11,nm1452458
rogerlewis98,nm2504581
thomasbryant03,nm12950879
ericrussell09,nm0001523
judithperry53,nm4620252
carladams09,nm1754147
phillipfoster39,nm1946407
howardthompson54,nm1553954
dianebutler25,nm13103461
kennethsmith63,nm1577567
kathleenking57,nm2620667
ashleywilson69,nm10441873
randyfoster27,nm1982607
martinadams00,nm6875258
antoniocook64,nm0004800
brianrichardson45,nm1715144
margaretgarcia66,nm0421716
jessegray63,nm0000885
samuellong08,nm2278522
annewilliams43,nm2621785
deborahgonzales65,nm0001505
theresapowell76,nm4157959
michelleallen49,nm5038177
rachelwatson55,nm1161069
sandrathomas94,nm1828507
dianagarcia39,nm3124376
lisapatterson19,nm2608689
susanbell86,nm0001825
jerrywalker98,nm1747795
sandrasimmons16,nm0005442
normabell91,nm0671326
alicecollins34,nm2797756
jeffreyrichardson42,nm0001056
stephenmurphy78,nm0032962
normafoster24,nm0004988
janebryant68,nm0001872
jacquelinebennett61,nm12236843
sandraking10,nm0908116
lilliantaylor99,nm0764606
dorothyscott44,nm0000352
nicholasflores06,nm0000980
marilynroberts36,nm3601766
thomaspatterson45,nm2689823
kathygray41,nm0662519
jamesbell72,nm4244567
philliplee26,nm1746358
alanbrown57,nm0645411
ernestlee87,nm1391252
danielfoster76,nm0046256
cherylyoung58,nm0674837
marieward96,nm0330195
heatherperez08,nm1870963
shirleymoore11,nm2194938
earlthompson64,nm2310589
timothyrivera33,nm0169565
elizabethedwards16,nm0229200
antoniomoore39,nm12762158
rachelcook26,nm1160560
nicoleperez49,nm4711616
raymondflores56,nm0771794
judithcooper62,nm0004564
loishall73,nm0000144
jennifersimmons60,nm0424060
billyfoster90,nm6106360
seankelly88,nm2738962
kathryncooper27,nm1043186
laurabailey73,nm2288625
carlosthompson13,nm2362068
lillianjenkins21,nm6127780
johnrichardson42,nm0479527
sandraevans66,nm1428596
ronaldbailey94,nm0156955
jeanmurphy63,nm10263413
christinewood17,nm0001557
brianwalker73,nm2179185
aaronbell71,nm0252238
joelewis26,nm0000916
richardgriffin40,nm4853066
louisharris56,nm0011478
rachelpatterson03,nm0063571
juliagonzalez96,nm0399062
ralphroberts32,nm0935807
williehill52,nm8478288
jessicarogers29,nm0072245
robinlee42,nm0000688
royhayes96,nm7466966
annbennett21,nm0000241
louisjones90,nm0141824
phillipbailey09,nm0490597
sandragreen37,nm0923490
jonathanevans34,nm2433514
carolrichardson06,nm2050746
danielwilson71,nm0001745
carolynhall12,nm1046288
teresawilson74,nm6017002
samuelclark47,nm0091899
davidmorris68,nm3323685
alanhughes85,nm2194798
samuelparker34,nm0000700
barbaracarter64,nm0001974
rebeccaroberts04,nm3314975
walterhughes10,nm0000157
steveallen67,nm0301556
jacquelinewilliams28,nm6490725
terrywalker07,nm0577601
marylopez13,nm0687491
sarahsanchez29,nm3328097
andreacarter03,nm0412917
carolynwilliams24,nm1472589
jonathanbennett12,nm0205373
sandrawright87,nm0121313
ronaldsanchez24,nm1030344
albertfoster47,nm0950757
helenhenderson98,nm1320251
roseperry14,nm9865565
evelynlewis36,nm5688044
janetbryant69,nm2424610
dennisdavis48,nm0052113
dianewatson11,nm4269474
melissapatterson94,nm8744024
pamelahill89,nm1210124
kellywatson17,nm0036651
heatherscott51,nm3412273
amygreen56,nm0619651
charlesbrooks74,nm0305296
margaretdavis77,nm0279720
petercox78,nm0571727
denisethomas00,nm0001153
dorothynelson37,nm0238878
marierogers93,nm5700881
robertalexander84,nm0205063
johngriffin72,nm2348627
earlroberts33,nm1509478
paulamiller06,nm0677944
carolsmith98,nm1241910
howardstewart27,nm0007114
sandrapowell33,nm3177137
jenniferpatterson73,nm3599764
craigwood21,nm0470522
ryanjenkins34,nm0001291
ruthmitchell79,nm0000233
patriciajohnson61,nm0212563
irenethompson36,nm0917188
richardcarter00,nm0167938
dianaperry10,nm0638762
fredparker01,nm9722439
karenhoward42,nm0000460
billystewart86,nm0365264
evelynbrooks07,nm0158112
helenalexander02,nm0129281
geraldyoung20,nm0779084
angelacarter81,nm0377336
lawrencethompson06,nm0193579
jesserichardson99,nm0132757
georgethompson32,nm2348646
margaretclark10,nm1243922
jessemartinez60,nm1015096
rosebrown55,nm0746896
normajenkins25,nm0799777
robinrichardson38,nm0001069
scottpeterson07,nm0144260
shirleytorres55,nm1867502
beverlygreen69,nm1753704
rebeccacampbell45,nm8908475
ernestsanders49,nm0930570
stevenanderson04,nm12203727
christopherwilliams68,nm5397176
stephanierichardson39,nm4289392
jameslewis99,nm0000715
ronaldwilson17,nm0000892
charleswatson97,nm0223521
gregorybrooks95,nm0001231
carolyngreen29,nm3069604
adamprice06,nm2811350
tinapeterson39,nm0005194
kellywilliams34,nm3968418
philipsanchez33,nm0001303
andreajames43,nm10299359
nicolereed92,nm1760272
geraldthompson91,nm2836740
wandabaker28,nm0005533
brandonrivera83,nm0272706
lillianstewart78,nm4735495
aaronjohnson39,nm0001528
howardperry59,nm1356578
russellwilson70,nm0723415
earlperez91,nm0004794
jeffreyalexander66,nm0005101
ruthwilson73,nm0515116
roypeterson91,nm0955342
larryanderson81,nm4911194
louiswalker83,nm0840754
wandaanderson57,nm0057368
emilyallen52,nm0692039
philipgarcia13,nm3353780
michaelross82,nm3658537
kellygarcia58,nm5046593
nicolesanchez92,nm1113773
dennishoward92,nm0945322
wandacook16,nm1056120
dianamoore14,nm1863949
katherinekelly72,nm0004736
denniscooper58,nm4930397
samuelgonzales30,nm0482081
cherylrichardson71,nm0553269
matthewsanchez02,nm1006024
larrythomas10,nm7344694
rubycampbell98,nm0007182
beverlythomas99,nm3620280
lawrenceroberts30,nm1443740
kathygarcia86,nm0952498
janethernandez48,nm1682884
charlesbarnes78,nm1379544
bettycampbell05,nm0001638
tammyperry03,nm0862858
lillianbailey84,nm4929530
seanparker00,nm0100628
louisehayes37,nm1507857
katherinewatson18,nm1432956
alantorres76,nm0006952
tinamurphy36,nm2405382
terryprice58,nm0699654
sarahbutler52,nm0243983
carolynwatson28,nm0002100
roysanchez97,nm2861119
jasoncampbell79,nm4960279
jessicasanders82,nm0001768
mildredbryant36,nm7153454
bonniejones87,nm0344734
carlparker16,nm0807503
ireneevans74,nm3354041
ruthross23,nm0494504
royrichardson03,nm0352302
keithsanchez38,nm2902567
martinadams00,nm0002253
evelynadams57,nm0412382
ernestward72,nm1249752
philipgonzales17,nm6266674
jessebrooks26,nm0437630
patrickrobinson15,nm0001442
rebeccastewart59,nm1877776
sharoncooper62,nm0350884
samuelreed39,nm2798915
jeanhoward65,nm0153589
virginiajackson13,nm10810831
peterrivera73,nm0602836
anthonyhughes27,nm1812637
johnjackson32,nm1335387
wandaroberts03,nm2002649
garymorris57,nm1684869
katherinethomas74,nm2576384
franktaylor04,nm0280199
sandrahenderson76,nm4911194
jeancox72,nm0000332
andreapatterson91,nm2115883
seanrobinson89,nm4944432
amyrobinson78,nm3016653
marilynthompson66,nm2131701
josewalker89,nm2899175
francesflores11,nm0428211
dianagreen68,nm1328870
josephpatterson88,nm5514372
margaretsmith43,nm0304801
evelynmiller70,nm0000500
julieclark53,nm4211652
emilybryant83,nm0934618
stephenbarnes07,nm0004966
danielrussell49,nm0001515
deborahcollins08,nm7303293
joanmiller44,nm0000111
danielwatson89,nm5005121
jessicastewart09,nm0236225
andrewrodriguez38,nm2090422
annastewart90,nm0544801
benjaminwilliams70,nm7628415
heatherstewart21,nm0551346
jameswashington75,nm0897518
stevenclark55,nm0717157
patriciaperry47,nm4413266
matthewbrown07,nm5407472
lorifoster36,nm0652592
lindasmith48,nm1550452
cheryljackson50,nm1844237
jimmyalexander87,nm0000523
louiswood92,nm6192439
bonnieclark64,nm0605797
janehayes64,nm7340546
dianerichardson54,nm1370718
robertjenkins76,nm7316149
bettybutler05,nm0786919
marklewis75,nm8960132
debrascott54,nm0253528
jasoncarter02,nm12366937
sarahhughes38,nm6368720
edwardbaker40,nm0847570
victorhill45,nm0798316
clarencewilson15,nm0662981
stephenwilson64,nm11709013
bonniepatterson23,nm3964350
ernestcook91,nm0757015
tammyparker06,nm1489978
debrayoung06,nm0989182
bruceevans62,nm0686091
karenramirez79,nm4897618
patrickrivera32,nm7583273
lisarodriguez73,nm0004711
pamelathompson39,nm4699715
cynthiawalker66,nm0861332
billyward59,nm0592135
jeanpeterson28,nm1029524
heatherthomas88,nm0000254
craigkelly77,nm1053380
juliepowell73,nm0000651
debracarter71,nm0344196
ashleycollins27,nm0473802
teresawhite64,nm3723229
carlmurphy27,nm0786639
carolynanderson29,nm0004857
catherinescott89,nm0305083
bettywatson17,nm0641097
ruthperez38,nm1221047
ruthhenderson16,nm0016141
robinrivera91,nm8367841
victormitchell91,nm1750371
dorothybell04,nm7248827
christinarodriguez63,nm6134773
angelajones29,nm1370718
martingonzalez87,nm0923105
tinalopez10,nm6916719
shawnbarnes98,nm0376716
danielflores39,nm0000596
sharonrobinson38,nm4575116
richardbryant13,nm0787447
jenniferfoster45,nm2141341
johnnelson42,nm5852449
dianecooper85,nm1465063
albertmiller51,nm6324745
jacquelinetaylor91,nm1382242
edwardmitchell67,nm0350884
kellyharris96,nm0001201
benjamingreen62,nm5584853
josethompson50,nm6294201
deniseyoung19,nm1382799
gloriagarcia46,nm0000613
judithcooper62,nm0672621
annierogers89,nm0002038
anthonybrooks89,nm1552919
danielhall93,nm0286085
juliahoward69,nm2457074
jerryperry09,nm0343045
raymondramirez90,nm0687694
annabutler20,nm0257821
paulparker01,nm0241222
loriwhite87,nm0233107
emilycooper32,nm0847594
loisbennett13,nm4350151
johnperez65,nm0155693
emilyflores58,nm2914059
janewashington08,nm3417385
jacquelineturner39,nm6048343
amandasmith17,nm2838320
heatherevans63,nm2851882
stevebaker82,nm7367695
joshuaperry79,nm2348627
emilyadams66,nm6188280
shawnfoster48,nm1082477
teresabryant84,nm10994971
dianephillips51,nm0539981
philiphughes56,nm0446622
phillipking54,nm1065664
michaelwilliams67,nm0045489
raymondrodriguez99,nm0043952
johnedwards60,nm0149837
thomashayes33,nm6179030
lauragray43,nm0665123
janebarnes59,nm4551978
stephengriffin03,nm0398760
irenewalker41,nm0081801
johnadams62,nm6518675
aliceperry03,nm14310245
kathybailey80,nm4014281
maryjenkins31,nm0922342
joshuacooper06,nm8421695
joserichardson18,nm8037956
danielhill78,nm3190246
stephenanderson64,nm0839326
barbaraevans65,nm0564277
loisgarcia21,nm0869590
ernesthill75,nm5137121
billyallen09,nm4271336
melissabrown64,nm0743671
jeremyross40,nm1099597
janetrodriguez73,nm1251565
shawnking39,nm0840721
kevinwright59,nm1152798
edwardmartin68,nm2213774
amynelson03,nm0920073
shirleyclark40,nm3102916
jacquelinestewart02,nm0005532
seanwilson11,nm2343300
annehayes49,nm1296121
christurner57,nm3261379
elizabethphillips20,nm0000658
sandrahayes41,nm1744979
craigpatterson39,nm0050156
jacquelinerogers01,nm0014062
joerivera87,nm1032614
paularichardson66,nm11477574
williamgarcia37,nm9846826
timothyscott79,nm2596846
mildredperry83,nm1360270
haroldwilson97,nm0156955
jenniferwright48,nm0622384
lindabarnes34,nm0001299
sandrabell48,nm6076321
geraldreed26,nm0108478
sarawalker71,nm0938893
jeanwilson40,nm1212896
marksanders13,nm0943002
willielong13,nm0842596
emilyrivera43,nm0006826
raymondcarter05,nm0758411
tammysanchez49,nm0138061
brandonevans23,nm4148246
earlgreen19,nm2068185
edwardedwards45,nm0475365
timothybryant60,nm0349052
amandastewart24,nm0000968
cherylhernandez56,nm0523737
robertlong65,nm5102227
antoniocarter22,nm0033165
martinpeterson03,nm0449828
jamesbarnes10,nm0285135
elizabethmoore55,nm2373989
waltercarter29,nm0540075
maryhughes93,nm0343045
jeffreyhenderson95,nm0000239
jeremyhill38,nm11105263
jessicagonzales29,nm0300712
deborahtaylor65,nm6094820
angelamurphy09,nm0222150
alicecooper16,nm0000906
chrisallen62,nm0223563
julierussell58,nm0829537
gregoryrogers34,nm0004715
katherinelopez17,nm0001390
stephenmartin13,nm0609845
seanbennett55,nm0835406
kathrynturner21,nm4296357
stephaniejohnson54,nm8890215
christinadavis30,nm0001619
mariehernandez96,nm6081322
jimmybaker63,nm0849477
ernestcox69,nm1833525
davidbaker19,nm4833412
judylewis90,nm2717565
shawnbaker47,nm3142880
brandonrussell46,nm9731950
larrytaylor70,nm0768297
shawntaylor08,nm5372760
ruthpeterson41,nm9286880
kathrynhall50,nm0136692
saraflores69,nm0021100
doriscooper94,nm1859475
jimmyrussell76,nm0006801
williejenkins23,nm0619600
howardclark26,nm0000261
josephwright24,nm3851426
stevenyoung75,nm0005318
joancoleman43,nm0000240
sarahprice57,nm0160553
jasonramirez73,nm6158234
antoniopowell95,nm0656644
janethill78,nm0689646
haroldevans08,nm2924029
emilybarnes51,nm0752876
juanperez44,nm1779870
ashleybell93,nm0458951
teresareed69,nm0000874
annhoward81,nm0001024
heathergarcia93,nm0542133
catherinewilson10,nm0001902
jimmylopez18,nm0502412
carolbennett64,nm2320872
julieking67,nm1773111
kellywashington22,nm0331868
philipclark60,nm7792072
evelynedwards41,nm1088052
rogerperry58,nm0840754
dennisking08,nm8906232
bonniemartinez82,nm0022883
doriscollins77,nm1662644
juanrichardson44,nm7452858
samuelmiller59,nm2095158
michellecoleman25,nm3837786
henrypowell68,nm0005322
christinesimmons16,nm0496932
jamesperez42,nm0126743
carlharris56,nm3714535
sarabarnes59,nm0625099
russellwatson77,nm2976830
stevebryant26,nm1428724
beverlyreed44,nm0107232
mildredhill11,nm1891185
mariegriffin93,nm0700577
evelynsanders89,nm0743418
mariawashington14,nm0297954
billygriffin92,nm0648913
henrymurphy31,nm1902452
raymondhoward88,nm0094581
julieperry91,nm2690647
susansanders02,nm0001233
joshuapeterson91,nm0236519
sharonfoster18,nm0880518
lawrencebrown42,nm0044749
victoradams24,nm3052070
scottwatson54,nm0084107
anthonyreed53,nm0293550
carlosgarcia85,nm2116753
brucegray20,nm0000668
lisagriffin86,nm8752712
stevemiller87,nm1882152
teresawalker27,nm0553269
cherylcampbell02,nm0865302
seantaylor33,nm1211488
benjaminhernandez70,nm0944578
joseharris87,nm0891830
andrewwilliams61,nm0255373
royharris70,nm2917725
jerryphillips41,nm0700856
alanpatterson15,nm1994167
joeperez49,nm3838034
janegreen26,nm0517064
tinabennett46,nm0488953
shawnrogers26,nm0334027
dorismurphy35,nm0665349
philipflores73,nm0202970
albertadams10,nm8740834
alicerussell30,nm1228408
kevinramirez34,nm1754373
samuelmartinez03,nm0001059
