userID,movieID,lastWatched,likes
teresacook88,tt6043142,2020-08-03,0
ralphbell74,tt1837709,2005-04-05,0
seanhill22,tt1220888,2014-04-05,1
susancampbell65,tt5013984,2005-11-03,0
kevinbrooks69,tt2446042,2004-07-19,1
janicerodriguez60,tt3203290,2002-08-22,1
sandrarussell05,tt19704638,2010-12-19,1
shirleygarcia28,tt0378194,2019-06-15,1
emilygonzalez44,tt1226753,2013-03-24,0
johnnyturner04,tt2387499,2003-01-24,1
raymondjones52,tt0110638,2000-01-15,0
shirleysmith41,tt0110516,2007-01-31,0
jeffreytaylor46,tt7798634,2003-09-28,0
benjamingray28,tt0432047,2005-09-07,0
marilynrodriguez47,tt0427312,2008-09-15,0
anthonymiller78,tt10888594,2006-07-06,0
wandajenkins66,tt0119906,2010-11-13,0
roywright43,tt1220719,2010-01-07,0
markrivera18,tt0100143,2005-02-16,1
pauldavis24,tt5080556,2006-03-17,0
donnabailey25,tt0109035,2001-07-12,1
joycemorgan17,tt0313792,2000-05-31,0
rogerbaker01,tt0249516,2008-12-28,0
angelawalker56,tt0187078,2002-12-02,1
lawrencemartin71,tt11790780,2010-07-02,0
robertbarnes46,tt0106941,2011-03-12,1
jeremyrichardson90,tt2852406,2003-06-14,0
walterrodriguez95,tt2771372,2018-12-23,1
shawnsanders57,tt0435680,2007-05-01,0
virginialee79,tt1235448,2001-05-10,1
barbarajenkins88,tt3014666,2005-12-06,0
bobbybaker86,tt0107953,2015-12-29,1
evelyncarter45,tt1034325,2021-03-17,1
amynelson03,tt11199410,2016-08-23,0
phylliswhite67,tt0480239,2002-04-08,1
shirleyjames36,tt0106226,2007-07-21,1
elizabethcook18,tt0102517,2017-10-06,1
jonathangray20,tt0107617,2008-11-29,0
howardparker59,tt0110823,2010-12-27,0
thomasjames16,tt0111438,2006-03-03,0
debracox37,tt12108622,2017-02-27,0
josephkelly83,tt1566648,2022-07-13,0
waltermoore55,tt0293564,2021-12-17,1
dorothyharris04,tt0118615,2018-08-26,1
normahill89,tt8847712,2014-08-17,0
paulgonzalez08,tt13269536,2021-11-02,1
carolynmoore04,tt0462244,2009-09-22,0
rosecarter30,tt11833648,2011-05-09,1
robincook80,tt0431197,2023-01-26,0
theresaalexander02,tt0297162,2013-07-14,0
martinlong54,tt0365847,2009-08-06,0
arthuradams68,tt0102494,2019-06-28,0
annemorris11,tt9817070,2005-08-14,0
karengonzalez01,tt0378109,2021-12-10,0
louismurphy44,tt1176740,2021-05-14,1
stephaniecooper66,tt1263670,2003-07-23,1
dennisbutler48,tt8305806,2014-12-29,0
tinarogers65,tt0108188,2016-10-15,0
jacquelineallen18,tt0426883,2001-07-02,0
carolynmoore04,tt0112819,2000-01-14,0
amyroberts06,tt0244870,2008-02-05,1
jonathancampbell99,tt1547234,2002-06-19,0
elizabethgonzalez52,tt2900624,2012-11-28,1
sandrapowell33,tt0103978,2001-02-26,0
janetwilson28,tt3062096,2017-06-27,0
johnalexander59,tt4353996,2014-11-22,1
petermoore41,tt11934846,2002-07-28,1
brandonmorgan78,tt0409182,2008-10-21,0
jimmyhughes01,tt4323594,2019-08-10,1
chrisbell25,tt0420555,2014-12-01,0
markadams88,tt1531901,2008-05-20,0
juliahill68,tt10023022,2014-09-23,0
waynehernandez88,tt1441951,2008-01-06,1
theresabailey27,tt0310910,2016-06-02,0
angelapowell57,tt4853102,2012-03-25,0
michaelpatterson99,tt0110955,2007-10-22,0
brandonmitchell22,tt6135348,2009-01-03,1
nicolecoleman68,tt8130968,2000-03-15,1
stephenalexander03,tt0309987,2003-01-07,1
jeffreybarnes71,tt0117057,2004-06-30,0
rebeccastewart59,tt0455967,2002-08-03,0
rebeccacarter34,tt1401113,2002-05-11,0
alanhayes58,tt13204490,2016-03-30,0
annaperez37,tt3165612,2015-08-13,0
virginiarivera35,tt4572514,2020-08-10,0
carolynharris79,tt5478478,2004-07-23,1
ryanmorgan66,tt1080016,2022-02-06,0
carlgarcia77,tt4640206,2017-03-14,1
ryanbailey40,tt1034314,2021-01-28,1
lisamorgan45,tt1316536,2019-03-27,1
johnhall92,tt1965272,2016-09-29,0
susanlee15,tt0119683,2011-03-30,1
patrickhughes97,tt0195778,2015-07-25,0
billythomas94,tt0368667,2013-08-06,1
evelynpatterson22,tt0120890,2014-12-11,0
henrysanchez22,tt1231580,2011-07-25,1
karensanchez03,tt9617456,2016-06-14,1
lillianrivera80,tt1912398,2016-08-21,1
marthakelly06,tt3447364,2007-12-17,0
frankdavis75,tt0758752,2003-08-24,1
pamelacarter92,tt15215512,2013-09-12,1
lillianmoore40,tt3731562,2011-09-16,1
karenhoward42,tt0870984,2007-06-01,1
ryangonzales99,tt5884784,2009-12-14,1
marilynclark44,tt0110428,2020-11-01,0
ernestrobinson87,tt0315327,2000-04-06,0
loisyoung93,tt0930083,2020-09-20,0
lisamorris30,tt2458948,2003-01-04,0
williamhall20,tt4439620,2021-10-20,0
georgegarcia74,tt4229236,2013-11-28,1
irenebaker90,tt4686844,2002-04-14,0
elizabethstewart66,tt0364986,2022-07-22,0
cherylperry19,tt8836988,2009-04-11,0
shirleywilliams28,tt8130968,2014-03-11,0
brendabaker05,tt0116378,2020-05-29,1
mariacampbell22,tt0120746,2000-01-15,1
billyfoster90,tt13560574,2019-05-12,0
brandonmitchell22,tt4157728,2008-03-17,0
teresajackson24,tt0493949,2001-02-10,0
terryedwards40,tt1530509,2010-10-28,0
billyrodriguez51,tt0110963,2004-03-25,1
tinahoward74,tt0216787,2022-09-12,1
sarahhenderson77,tt0211465,2006-04-15,0
jessicaprice99,tt1985017,2004-09-29,1
francessmith69,tt0102116,2015-01-07,0
janetbrown63,tt1656186,2008-08-26,0
amywood72,tt0856288,2011-03-01,1
janehall50,tt1104083,2011-09-26,1
alanrivera06,tt0117666,2019-12-20,0
matthewdavis76,tt2306745,2013-05-08,1
frankgriffin95,tt0379786,2002-11-11,0
albertturner32,tt0099674,2017-05-06,0
beverlyclark44,tt1694021,2001-09-16,0
maryphillips29,tt3253624,2001-01-14,1
johntaylor93,tt1242447,2003-09-19,1
philiptorres33,tt4622512,2010-06-28,1
philipturner97,tt6277440,2018-02-14,1
benjaminsanders91,tt10189514,2005-07-27,0
loiscarter48,tt0118571,2007-06-15,0
annawashington19,tt0416320,2010-02-24,0
jeremymorgan41,tt0367959,2006-01-27,1
tammysanders64,tt5117428,2022-07-12,1
elizabethsimmons76,tt8969332,2001-08-12,0
edwardcox20,tt1185836,2016-03-06,1
nicholasperez99,tt2213054,2000-07-23,0
rebeccacooper63,tt2390361,2016-10-12,0
dorisjenkins29,tt11671006,2010-10-30,1
howardgray37,tt0190861,2009-11-17,1
samuelgreen21,tt6020800,2015-10-19,1
eugenesimmons75,tt2302966,2021-12-01,1
laurathompson95,tt0335345,2001-12-25,1
annieanderson76,tt1561768,2013-01-24,0
craigmorris08,tt5109280,2017-05-07,0
francesbryant96,tt2726560,2015-12-23,0
jeffreyfoster27,tt0295700,2006-12-30,0
nicolemitchell98,tt0486051,2018-10-14,1
douglasmorgan71,tt8907986,2011-07-27,0
cynthiabennett50,tt4935372,2011-04-03,1
loribennett83,tt2005374,2017-06-24,0
jonathanmartin62,tt0301976,2022-07-10,0
timothywilson01,tt0107426,2007-05-25,0
carolynadams67,tt1408101,2021-11-09,0
juliekelly49,tt0448206,2020-07-03,1
adamramirez96,tt0289992,2003-09-04,0
donaldmurphy17,tt15085802,2021-03-17,1
howardmartin91,tt1979319,2006-08-15,1
royadams55,tt0443706,2015-04-04,1
harryrivera05,tt1401143,2002-04-22,0
kimberlydavis74,tt0258153,2021-01-24,0
kathleenjones54,tt7721946,2015-12-04,0
stephenlee05,tt3748440,2021-11-24,0
jamestorres70,tt1049402,2010-05-30,1
janeramirez10,tt1483831,2002-01-14,1
theresaphillips78,tt4666726,2012-06-02,0
carlreed88,tt8521718,2020-09-05,0
joshuayoung22,tt0473488,2016-05-15,0
jerrysmith65,tt7758160,2014-09-16,0
fredgonzales72,tt0439630,2004-05-22,1
danielscott95,tt0131857,2022-08-31,1
joetaylor24,tt0362120,2019-12-02,1
sandrahall88,tt0404032,2007-06-06,0
kennethbennett44,tt0424993,2022-02-19,1
willieparker60,tt0112792,2002-05-26,0
catherinethompson92,tt1438298,2013-01-03,0
paulparker01,tt1498569,2019-04-17,1
amyperez32,tt0117496,2001-03-03,1
tammycoleman48,tt0100135,2004-07-21,0
nancybailey94,tt0107209,2020-10-20,1
robertwilson83,tt1093357,2005-07-03,1
katherinerogers91,tt0109951,2001-11-24,1
carlosmurphy37,tt0117765,2002-02-28,1
thomasmartin32,tt1646980,2019-03-07,1
davidturner96,tt0156934,2010-07-05,0
walterrodriguez95,tt0332452,2016-09-10,0
rebeccarussell67,tt3797868,2010-06-03,0
dorothymitchell94,tt6910020,2017-07-04,1
jeffreyprice07,tt0110729,2020-07-27,0
shawncoleman90,tt5752192,2000-01-07,0
mildredjones04,tt8009744,2013-01-25,0
karenmorris93,tt3618822,2016-03-14,1
wayneprice22,tt0243155,2020-08-23,1
elizabethlewis53,tt0110917,2011-02-15,1
amytorres35,tt0488120,2006-07-14,0
christophersimmons20,tt0283026,2011-02-19,0
juliascott24,tt0926129,2013-06-06,1
brendawhite09,tt1247662,2011-08-29,1
judithcampbell47,tt3696192,2008-07-26,1
keithking09,tt11213372,2004-07-29,1
samuelscott75,tt2004432,2005-07-21,0
janiceedwards76,tt0437800,2021-12-08,1
rebeccabutler88,tt0326208,2020-07-30,1
garybrooks05,tt0300556,2016-05-28,0
evelyncooper69,tt0105415,2000-09-15,1
terryhoward83,tt0110365,2016-02-05,0
michellelewis85,tt0420294,2017-05-06,0
lawrencegonzales31,tt0866437,2017-06-23,1
walterhoward41,tt13872248,2000-11-24,1
harrylong59,tt6628102,2016-08-06,0
haroldperez21,tt1034303,2010-12-13,1
garyclark33,tt0180734,2014-06-18,1
stevenmartin90,tt1291570,2008-07-07,1
robertjames16,tt6988116,2013-05-08,0
lisajones69,tt1588342,2011-05-25,0
judypowell85,tt0105665,2006-08-13,1
shirleyramirez03,tt1206543,2015-04-18,0
amandaevans25,tt5613484,2009-12-30,0
arthurbrown23,tt2543472,2020-02-04,0
annhernandez43,tt0208196,2012-02-12,0
thomascarter48,tt0366943,2017-12-11,1
dianerodriguez75,tt2659414,2015-06-16,0
phyllisphillips10,tt5827916,2019-07-16,0
kevindiaz48,tt8004664,2016-01-14,0
markmorris52,tt2582782,2010-01-24,1
stevereed93,tt0318034,2013-02-01,0
louiseperez57,tt0365265,2012-01-11,0
aaronsanchez14,tt1547234,2011-08-07,1
andrewthomas24,tt0119448,2015-03-11,1
bobbyhayes29,tt8521876,2000-04-26,0
jeremyturner13,tt4565520,2004-07-11,0
dorismartin27,tt3394420,2017-11-11,0
donnapowell26,tt5585272,2023-04-03,0
thomascook82,tt0808526,2002-03-22,0
wandathompson88,tt2234003,2002-03-21,0
donaldhernandez86,tt0114478,2003-10-28,1
ryantorres84,tt1119191,2009-03-18,0
ernestanderson38,tt0118880,2010-07-05,0
davidking77,tt8267604,2007-06-10,1
annieprice46,tt1783232,2005-06-08,0
henrygarcia81,tt15257644,2008-07-22,0
bettyphillips01,tt0318627,2005-08-24,0
eugenegray48,tt0424205,2018-07-02,0
kimberlyscott45,tt0102609,2001-06-20,0
maryadams63,tt0780567,2008-08-19,0
keithwhite91,tt0489099,2015-03-25,0
dianeevans07,tt0099785,2007-11-28,1
beverlywalker82,tt0830861,2015-11-29,1
clarencetorres49,tt0117333,2004-07-26,1
richardmorris78,tt2304426,2012-04-28,1
philipreed08,tt8009744,2000-10-24,1
rachelbaker65,tt1456060,2002-11-08,0
stevengarcia06,tt13834006,2006-02-15,1
heatherwright21,tt0116260,2010-05-08,1
paulamoore28,tt0780622,2004-02-27,0
anthonybarnes23,tt1078940,2016-06-04,1
andrearamirez43,tt5112578,2010-09-19,0
seananderson49,tt1657283,2016-02-06,1
cherylbrooks74,tt0367027,2005-09-20,1
melissajones78,tt1075417,2016-10-30,0
ryanpatterson59,tt6772804,2023-03-21,1
raymondlopez02,tt0860906,2001-08-31,0
joycecampbell25,tt1055292,2020-02-28,0
normaross02,tt3978720,2021-02-17,0
barbararodriguez56,tt12530246,2006-09-03,0
bonnielong84,tt3064298,2008-12-26,0
helenpatterson59,tt1231287,2011-07-26,1
virginialong16,tt2577172,2019-08-30,0
pamelaward11,tt1321870,2005-09-20,0
amybrooks50,tt6902332,2018-07-18,0
jeanbaker34,tt0102555,2022-02-21,0
billyhernandez87,tt8254556,2010-03-29,0
keithgreen82,tt2548396,2015-04-10,0
bonnieparker51,tt0462244,2012-08-11,1
sharonnelson12,tt1757746,2001-01-29,1
alanflores21,tt6710474,2012-03-23,1
dianekelly65,tt0120735,2002-05-24,1
rosegarcia31,tt6135348,2012-05-07,1
christopherhoward49,tt1047011,2010-05-11,1
samuelperez21,tt7533152,2000-05-24,0
albertcoleman22,tt0113568,2004-10-31,1
sandralewis59,tt5541240,2014-07-07,0
matthewlewis75,tt0338459,2013-06-01,1
carolpatterson65,tt7805960,2004-04-16,0
lorimitchell74,tt2172584,2016-01-18,1
bobbyperez71,tt0167260,2002-04-05,1
lauragonzales70,tt0371746,2016-06-06,0
dorothypeterson42,tt0112922,2023-03-18,1
keithsanchez38,tt0102803,2019-01-30,0
stevejackson72,tt0109440,2019-08-29,1
jacquelinewilliams28,tt0758053,2021-07-09,0
amyhall26,tt0102216,2006-11-13,1
annroberts37,tt1734433,2006-09-26,0
joejones76,tt1093908,2000-10-30,1
nicholasbrown17,tt0832266,2013-04-08,1
lisaward96,tt1037218,2013-11-03,1
pamelabutler31,tt0114323,2015-12-16,1
amywashington01,tt11169050,2016-06-20,0
clarenceparker66,tt0114011,2013-02-22,1
franceslewis77,tt1286537,2010-04-07,0
donaldmoore68,tt10696784,2010-07-24,0
benjaminbryant58,tt0100685,2008-06-21,0
ashleyclark23,tt2571140,2022-10-19,0
lauramitchell58,tt0443527,2017-07-19,0
mariathompson00,tt0390808,2013-06-17,0
joshuakelly52,tt0116830,2009-10-18,0
howardcoleman03,tt21279138,2009-10-02,0
jacquelinecampbell78,tt6217926,2009-11-21,0
douglasbailey30,tt0491152,2001-08-17,1
brianhughes52,tt1990314,2014-01-14,0
tinawood18,tt2543164,2010-06-14,0
matthewsanders59,tt1069238,2003-04-08,0
peterreed29,tt2481498,2012-01-17,0
louiserivera55,tt5121000,2012-10-27,1
kathrynsmith25,tt1111890,2022-04-03,0
heathermiller81,tt14145426,2017-07-03,1
victorbryant14,tt3876910,2000-12-13,1
evelynwright38,tt0168629,2015-01-21,0
eugenegarcia59,tt0112857,2015-09-12,0
edwardpeterson38,tt1482459,2005-10-27,1
rebeccaross05,tt0318761,2001-09-06,0
victormiller05,tt0126388,2014-11-19,1
marilynjackson35,tt9893250,2016-01-13,1
kathyedwards47,tt0350028,2015-05-20,0
bonniereed87,tt0107302,2004-09-12,0
amandamiller26,tt1498569,2010-12-07,1
louiserussell29,tt2268458,2019-05-04,1
annjohnson79,tt0172495,2000-06-17,1
louisecoleman83,tt3797512,2017-10-15,0
laurastewart84,tt1839596,2004-05-06,0
ronaldnelson67,tt2216240,2005-10-24,1
saralee61,tt2562232,2017-11-06,0
henryrogers42,tt2224317,2008-12-30,0
alanlong63,tt0099180,2021-04-25,0
carlross79,tt0113243,2022-08-21,0
johnnygonzalez14,tt4669186,2011-11-16,0
normarussell34,tt0109327,2016-08-17,1
heatherbryant42,tt3478962,2002-09-07,1
deniseedwards07,tt0264508,2021-07-30,0
sharonross28,tt5884052,2011-01-23,1
theresastewart53,tt1424381,2023-04-23,0
judithwilliams68,tt0111756,2000-06-15,0
denisethomas00,tt10701074,2003-10-27,0
stevekelly56,tt1530509,2009-10-18,1
karenparker84,tt10699086,2020-09-20,1
douglascampbell77,tt0303361,2019-07-30,0
amypeterson66,tt4180560,2013-10-27,1
scottwilson53,tt0178868,2005-12-03,0
henryevans06,tt5740866,2015-07-08,0
annsanchez45,tt2582498,2012-12-26,1
garyrivera54,tt7711170,2019-01-31,1
karenpatterson40,tt1575694,2022-05-27,0
mariemorris06,tt8202612,2014-01-18,1
peterthomas16,tt0416320,2019-12-25,0
margaretscott31,tt1204977,2002-05-12,0
brendagonzalez30,tt0112966,2005-07-02,1
andreagreen16,tt1650407,2004-04-28,1
adamwatson54,tt13793230,2020-03-17,1
helentorres95,tt10986222,2003-10-27,1
carloscarter27,tt0381061,2003-12-01,0
jimmybaker63,tt12680684,2010-09-05,1
kennethperry56,tt1666185,2009-04-30,0
ralphwood73,tt3778644,2020-11-21,0
cherylpowell54,tt0457513,2016-09-22,1
ernestgonzalez67,tt5076214,2011-02-25,1
evelynfoster00,tt3864024,2017-03-11,1
keithpowell52,tt1555149,2019-05-31,1
charlestorres28,tt0141369,2004-04-23,1
martingarcia37,tt5012504,2016-06-17,0
janedavis56,tt0122151,2008-08-10,1
jimmycox29,tt7638348,2022-12-20,0
robertclark57,tt2056771,2018-08-13,0
toddpeterson74,tt4976192,2006-08-10,1
sarahall23,tt0801526,2019-02-24,0
philipgreen42,tt1772925,2002-02-21,0
carljenkins54,tt6628394,2010-12-09,1
sharondavis28,tt1182345,2013-04-25,1
lillianbrooks47,tt1335975,2020-07-04,1
ralphmorgan13,tt0110632,2011-07-12,1
geraldwashington69,tt0343996,2007-09-17,1
annejohnson43,tt0186151,2008-01-09,1
julieparker02,tt6372694,2009-11-07,0
margaretphillips82,tt0120783,2006-07-18,1
janetnelson89,tt0468526,2000-01-28,0
loismorgan40,tt0106375,2021-12-09,0
emilybaker17,tt7391996,2014-12-27,0
bonnieadams21,tt20225374,2004-09-28,1
deborahperez84,tt0140397,2019-02-22,0
irenecarter47,tt14458442,2008-04-27,1
rubybaker08,tt12861850,2012-02-27,1
benjaminkelly15,tt5112578,2002-03-29,0
henryperry45,tt0420555,2002-11-15,0
donaldwhite08,tt0384533,2009-05-22,1
arthurbaker66,tt0213890,2006-04-02,0
sharongonzalez74,tt0418763,2012-05-24,1
jessicataylor35,tt2309021,2001-06-08,1
albertfoster47,tt0253556,2001-08-19,1
patriciagonzalez61,tt0215545,2000-03-07,1
raymondlong74,tt0808510,2006-02-12,0
evelyntaylor04,tt10323676,2015-04-13,0
michellecook54,tt3316948,2001-07-17,0
evelyntaylor04,tt10272386,2004-08-30,0
chrisanderson95,tt0349416,2015-06-27,1
donaldfoster90,tt1783732,2020-07-27,1
harrycook18,tt1403214,2022-06-26,0
phillipramirez86,tt3697626,2017-04-08,1
amandagonzales22,tt0119784,2021-12-11,1
heatherwashington65,tt0183649,2001-07-03,0
haroldbutler76,tt1784575,2000-04-28,1
nicolerichardson17,tt0331933,2023-06-17,1
pamelaprice29,tt0387131,2018-01-31,1
charlesflores19,tt0244000,2019-05-15,1
arthurhayes49,tt0116365,2020-04-10,1
jenniferbryant56,tt2515034,2012-10-15,1
terrybell04,tt0111693,2015-01-28,0
janebarnes59,tt5095030,2002-02-01,1
craigdavis23,tt1840309,2010-11-08,0
jamesroberts18,tt8075260,2021-01-15,1
christophermoore78,tt5715874,2019-11-21,0
johnnystewart05,tt6400614,2020-07-30,0
geraldward98,tt1046173,2015-12-05,1
heatherwhite43,tt1341188,2000-02-19,1
pamelanelson72,tt11580854,2014-09-13,0
victorcook62,tt2017020,2008-07-27,0
annreed84,tt9806370,2012-10-20,0
jessetaylor08,tt2035630,2003-11-03,1
jeremyhayes52,tt1291570,2014-02-03,0
carolyncarter40,tt0117791,2013-12-17,0
normaking31,tt0106226,2009-04-20,1
phyllisbarnes98,tt1646980,2011-01-29,1
peteradams27,tt10886166,2014-04-08,0
mariarobinson45,tt0115736,2012-10-28,1
ericclark30,tt2319580,2014-03-30,0
emilysanders53,tt8305806,2015-08-04,0
brandonbryant44,tt5929754,2004-07-27,1
kennethhoward49,tt11307814,2010-05-10,1
briangreen92,tt3748440,2014-09-23,1
cynthiarobinson83,tt0889573,2000-04-29,1
nancyhernandez35,tt8291806,2014-02-13,1
jimmymartinez79,tt0335438,2011-03-11,1
emilyphillips54,tt13320622,2009-07-15,0
theresamorgan89,tt0099726,2022-08-07,1
catherinewalker41,tt1617661,2016-01-19,0
carlmartin05,tt0393597,2010-09-14,0
susanwashington95,tt0206013,2015-09-26,0
christineflores75,tt2404465,2016-03-13,0
janetramirez78,tt2314824,2003-05-22,1
tammylewis66,tt4062536,2017-06-06,1
amywilson64,tt0206013,2019-09-30,0
jackprice04,tt2165735,2006-07-06,0
kathrynkelly25,tt0099409,2001-04-18,0
raymondpatterson57,tt5649144,2004-09-11,0
rosedavis72,tt0120669,2006-03-26,0
brendasanders78,tt0489235,2017-09-07,0
douglascarter12,tt0105643,2010-03-10,1
henrymartin66,tt0338512,2009-08-19,0
joshuaalexander76,tt1411697,2021-11-10,1
brandongonzalez10,tt0280707,2003-04-30,0
jasonhughes35,tt0295427,2011-10-15,1
marilynjohnson25,tt14002046,2023-02-11,0
terrywright79,tt9072352,2020-05-20,0
howardwilliams01,tt11379988,2003-09-29,1
chrismurphy46,tt2054790,2009-01-19,0
jessewalker80,tt5616176,2020-06-23,0
carlhill63,tt0099487,2009-10-20,1
kennethjohnson98,tt0104926,2004-09-22,1
sandrabrooks85,tt1032825,2020-04-24,1
bobbycollins92,tt0437800,2008-03-27,0
annamoore02,tt2261749,2006-11-12,1
ashleypowell29,tt0424136,2000-05-31,0
carolynjackson27,tt0114558,2019-08-13,0
christineharris31,tt6609088,2000-01-14,1
denisehenderson27,tt2101569,2016-11-29,0
sandrajohnson01,tt1735898,2004-10-08,1
helendiaz38,tt0345074,2009-07-31,0
carloshernandez16,tt0120524,2015-06-04,0
ronaldanderson73,tt0493405,2001-04-11,1
brandonadams41,tt1891755,2012-04-19,1
marybryant62,tt5813916,2007-07-03,1
haroldbrooks25,tt4951982,2011-09-14,1
deborahthompson89,tt4876134,2010-10-09,1
maryphillips29,tt0244970,2018-01-02,1
douglasbell46,tt0120731,2001-11-02,0
johnperry99,tt1268987,2017-01-19,0
donnacook83,tt0237534,2021-03-04,1
rebeccawilson91,tt8097030,2016-02-27,0
jenniferroberts51,tt0276919,2011-02-15,0
jeremycarter40,tt0110950,2018-08-10,1
ashleygray28,tt4181782,2010-04-09,0
benjaminhill77,tt0429078,2003-09-25,0
cherylevans85,tt5080556,2022-07-19,0
danielmorris89,tt0105226,2004-01-05,1
benjamindiaz99,tt0203230,2021-04-01,0
jessejenkins63,tt3813310,2018-11-27,0
wandasimmons26,tt1758810,2001-06-15,0
juliarogers71,tt2374902,2005-10-27,0
bonniebell12,tt2294449,2015-04-14,1
victorperry43,tt0250223,2019-10-10,1
annielong49,tt19652910,2002-10-28,1
christhomas35,tt0110329,2004-11-14,0
annajackson95,tt0308353,2013-03-23,0
antoniolong60,tt2865120,2002-01-20,1
debrahughes66,tt0319020,2017-08-02,1
toddhughes05,tt2368619,2007-10-28,0
raymondross59,tt4006302,2006-08-08,1
samuelphillips04,tt0449467,2012-04-29,1
alicerogers06,tt1280558,2001-07-09,0
lauraanderson87,tt1335975,2006-01-30,1
normamitchell75,tt0386005,2005-10-17,1
jeanyoung49,tt0160184,2000-11-15,1
annawilson76,tt0299977,2016-08-02,1
ashleypowell29,tt3203528,2007-05-16,1
tinacooper76,tt0102555,2021-10-05,1
philipstewart22,tt2679552,2007-12-18,1
richardgonzalez61,tt0944834,2016-12-01,0
dianaallen97,tt2080374,2010-05-25,0
pamelacampbell61,tt0405336,2013-07-18,0
roybryant36,tt0114436,2016-08-10,0
sandrahill69,tt0209463,2000-10-31,1
jameshall75,tt0184858,2006-05-08,0
bonnierussell63,tt1185616,2019-09-26,0
charlescampbell92,tt1085492,2001-05-26,1
terrytorres60,tt0386032,2013-05-02,1
adamcoleman94,tt0122718,2017-06-18,1
justinrodriguez13,tt9179430,2003-09-04,0
randybell46,tt0382330,2006-09-02,0
brucecoleman18,tt0419677,2016-12-29,1
amandajones52,tt0102510,2015-12-26,0
gregorymoore43,tt6010628,2023-03-20,1
rachelbarnes94,tt1849718,2013-11-17,0
garyhernandez21,tt8009428,2011-04-13,1
thomasbrown71,tt3224458,2010-11-30,0
wayneparker13,tt2096673,2006-05-20,0
garycox78,tt5729348,2021-07-09,0
terryhayes98,tt0456912,2016-10-23,0
kennethallen34,tt1324999,2002-06-25,1
sharonlee80,tt0923752,2014-01-20,0
phylliswilson88,tt4123430,2021-01-13,0
larrybell99,tt0099528,2004-03-19,0
brucehenderson97,tt0280491,2016-02-23,0
annielopez10,tt0114887,2022-11-28,1
janewilson36,tt0378194,2005-09-03,1
beverlypeterson67,tt3322892,2014-08-17,1
ryangarcia90,tt5478478,2007-03-03,1
juliamoore18,tt0101917,2005-10-22,1
josethomas70,tt2224026,2004-12-10,1
jessebutler23,tt5084170,2004-06-25,1
margaretbrown58,tt1987680,2002-10-21,1
louisbryant57,tt0337573,2010-08-31,1
loisgriffin10,tt0318411,2008-05-23,1
waltercarter29,tt1068680,2012-04-05,0
russellevans46,tt0393109,2016-12-22,0
bettybennett46,tt0467110,2023-04-12,0
joshuathompson72,tt3909336,2021-08-07,1
mildredclark03,tt0105226,2011-08-16,0
christinecampbell03,tt0373883,2008-10-08,1
susandiaz58,tt1179034,2011-12-02,1
juliejones27,tt0377092,2014-11-27,1
steventaylor31,tt2639344,2018-04-14,1
margaretgarcia66,tt1966359,2009-10-07,0
johnnyhayes55,tt0409459,2022-12-25,0
amandalong61,tt0952640,2012-12-22,1
martinbell11,tt5862312,2006-09-19,1
josecarter23,tt5929754,2010-01-09,1
kellyrichardson02,tt7363076,2003-06-06,1
rebeccaanderson19,tt1565958,2014-11-28,0
garycarter34,tt5052448,2011-11-08,1
andreagray60,tt0206275,2009-10-04,1
bobbyward81,tt0286751,2016-08-04,1
marywright04,tt0255819,2014-02-01,1
ryanross99,tt4154664,2006-07-27,0
georgeflores74,tt0228750,2022-09-08,0
steveroberts55,tt0808357,2016-05-24,1
dianecox68,tt5247022,2022-01-07,0
pamelapatterson35,tt0205177,2015-01-12,0
davidjenkins43,tt1692504,2002-04-10,1
justinanderson63,tt0261289,2007-01-03,0
ryangonzalez34,tt1563738,2020-07-27,0
tammyrogers63,tt0479952,2020-02-28,1
joanalexander75,tt0338466,2006-02-25,1
josethompson50,tt13109952,2011-01-27,0
joycelee76,tt0117500,2016-11-14,0
waltermartin13,tt3697626,2019-08-11,1
amyroberts06,tt2059171,2001-07-29,0
margaretcoleman16,tt3045616,2005-01-04,1
jimmyjones87,tt5195412,2012-05-24,1
mariamiller63,tt13143964,2003-06-07,1
donaldcoleman50,tt2317225,2009-04-09,0
edwardpatterson27,tt0348593,2022-11-15,0
aaronhernandez87,tt0335563,2004-12-13,1
beverlyjones36,tt0926063,2018-08-26,1
juliehughes60,tt10648714,2018-10-13,0
dennisgonzalez17,tt14039582,2014-12-11,1
brucejohnson60,tt1212436,2002-03-30,0
terryperez39,tt5052474,2006-06-25,0
raymondbell02,tt9252468,2015-06-10,0
joycewilson33,tt4833824,2004-08-30,1
jasonpeterson60,tt8747450,2004-01-21,0
edwardscott62,tt0122933,2001-04-13,1
marieharris74,tt6270534,2022-02-26,0
juandavis95,tt0104291,2023-05-29,0
haroldgonzales13,tt2283362,2008-11-04,1
martinpeterson03,tt11833648,2004-07-02,0
tammybutler61,tt4131800,2005-01-11,0
kevingray47,tt0400525,2014-04-09,0
harrymorris61,tt0314063,2011-05-14,1
haroldbutler76,tt0119280,2007-05-06,0
chrissimmons33,tt4943322,2017-06-10,0
andrewcooper67,tt14592948,2005-09-30,1
francesthompson92,tt1702425,2022-02-01,0
carolynedwards76,tt0462590,2012-12-05,1
bonniewashington45,tt7671064,2002-08-14,0
louismoore04,tt3794354,2015-02-24,1
josebaker02,tt7146812,2010-11-05,1
