userID,genreID
joselee71,g19
joycesimmons59,g06
joycegriffin98,g21
shawnmorris68,g00
bettywhite46,g15
dianebutler25,g06
andreacarter03,g16
amycollins20,g03
franklewis38,g15
peterflores38,g06
samuelhoward60,g01
waltermoore55,g18
fredking40,g05
barbaramoore98,g06
craigfoster92,g02
carolynmartin20,g02
annjohnson79,g15
katherinebrooks51,g04
annparker27,g05
bonniebell12,g19
harryedwards41,g13
helenmorris73,g14
susanpeterson28,g03
edwardstewart92,g03
janicecarter73,g08
martinpowell73,g18
barbarahughes68,g01
andreahoward19,g13
scottrichardson57,g20
cherylhayes08,g00
matthewtorres70,g02
nicholasdavis45,g18
richardanderson39,g13
aliceedwards82,g02
matthewdavis76,g11
jeancampbell24,g20
mariarodriguez95,g10
henryfoster78,g06
clarenceturner44,g16
scottwood67,g17
daniellong10,g16
kathrynrodriguez28,g08
richardrogers14,g11
janeross03,g11
lawrencehill13,g08
robinwilliams85,g17
henrygarcia81,g07
jimmymorgan02,g12
bonniediaz06,g02
ronaldgriffin69,g05
rebeccascott27,g10
johnnycollins53,g03
seanwilson11,g02
roberthoward01,g02
stevesanders55,g18
timothyjames40,g17
geraldking95,g12
brucelewis42,g11
rosealexander44,g17
joyceedwards04,g09
elizabethwright95,g10
janiceking49,g07
ronaldhoward10,g17
stephenperry66,g21
jessicapowell04,g07
sharonpowell16,g14
martinwatson22,g00
victorroberts01,g06
anthonyking24,g21
adamwatson54,g14
jessemoore32,g05
gregorylee28,g04
alicewilson86,g01
lindastewart78,g03
virginialee79,g16
howardgonzales71,g08
shirleyrobinson26,g06
larryramirez00,g03
waynebaker16,g04
georgemorgan27,g16
jeremycook29,g21
tammyrogers63,g17
cherylgarcia41,g21
amymurphy43,g02
sandrajohnson01,g12
alanhughes85,g11
victorhughes65,g16
jeffreygarcia14,g00
aaronrivera03,g16
scottbailey82,g07
lorijohnson84,g17
janethenderson52,g18
mariarodriguez95,g04
melissarobinson48,g07
samuelwilson72,g01
adamcooper18,g14
stevemoore06,g17
craighernandez17,g10
virginiafoster80,g08
billylong67,g12
kellyrivera78,g17
stevehughes25,g06
jasonhenderson11,g17
russellanderson93,g15
cherylthomas16,g13
janicesimmons64,g14
patriciadavis25,g20
beverlyclark44,g07
janetscott45,g11
georgeadams08,g16
scottmoore32,g07
amybailey61,g11
rosecox09,g21
davidbarnes75,g05
mildredsmith78,g02
andreacoleman00,g11
cherylcooper10,g08
jasonmoore95,g15
arthurjames26,g17
jacquelinelopez84,g18
alicemurphy96,g02
andreathompson80,g13
marywright04,g00
earlhall11,g08
billywright12,g04
nancyclark77,g13
maryallen56,g11
benjaminrichardson65,g20
ernestmurphy88,g08
ruthmartin15,g21
melissalewis54,g08
timothykelly50,g04
anthonylopez62,g01
marilynjames72,g13
caroljackson52,g21
sandrahayes41,g00
thomasevans16,g17
ruthpowell57,g21
joshuahayes65,g21
bettyphillips01,g03
wandawood32,g05
deborahross58,g05
cherylsimmons55,g15
mariaanderson57,g13
josewilliams99,g16
ryanpeterson89,g07
jackgarcia49,g14
cynthiaward21,g08
bonniebennett78,g14
rosewhite62,g16
martinhall82,g08
elizabethsimmons76,g03
jamescarter99,g19
judysimmons59,g05
markpatterson60,g18
joeevans36,g17
alanrogers51,g18
francesward84,g05
victorscott33,g08
susangarcia13,g17
loisjohnson33,g04
denisejenkins07,g10
johnhill66,g14
beverlycoleman09,g12
joycemorris98,g14
virginialopez22,g17
tinahayes81,g02
christophermurphy45,g13
lillianwright07,g16
haroldjohnson21,g21
karenjones25,g15
martharivera18,g03
beverlypowell07,g05
anthonywhite90,g17
chriscook24,g15
alanrodriguez12,g07
kennethperez84,g09
juansimmons15,g13
timothyparker76,g02
raymondwilliams58,g07
johnstewart88,g19
haroldcoleman60,g15
willieroberts15,g17
adamflores47,g20
donnacox24,g17
lindagonzalez77,g07
ernestrogers32,g03
shawnphillips16,g10
johnadams62,g14
marilynpatterson51,g02
judithrichardson81,g06
andrewpeterson17,g16
rubycoleman53,g19
fredhayes97,g06
brandoncooper74,g20
kevinhernandez00,g04
eugeneking36,g13
stevengray04,g01
christinemitchell63,g16
seanhenderson24,g11
phillipgarcia96,g07
jessesimmons81,g11
rogerwood41,g04
dianeanderson46,g12
geraldhernandez22,g15
jeffreycarter44,g11
antonioharris28,g05
sharonmorris11,g12
maryrodriguez70,g13
jacquelinemartinez48,g17
brendaprice15,g09
sharonnelson12,g15
robertbryant14,g15
normamorris08,g03
harrygray30,g13
adamflores47,g18
katherinecollins82,g19
dorisgreen55,g04
jamesreed74,g12
fredsanchez24,g14
thomasprice98,g11
christinehenderson56,g16
wandaevans15,g13
shawngonzales17,g15
mariamartin50,g13
rachelkelly88,g18
kimberlycampbell72,g08
thomasrichardson15,g05
francesyoung29,g08
janicesanchez21,g09
joycewood91,g06
ronaldroberts49,g08
ernestlee87,g10
philiplee25,g21
garywhite98,g17
aaroncampbell92,g05
kimberlybaker27,g04
deborahhughes04,g06
williamyoung21,g03
waynerodriguez76,g12
sandraalexander93,g18
janelopez68,g02
russellking68,g02
donaldrodriguez78,g02
katherinecarter96,g00
jonathanwhite75,g18
jonathanpeterson02,g06
waltergreen28,g02
bruceperez31,g06
ashleyclark23,g03
stevepatterson81,g16
timothywalker39,g10
jasondiaz62,g07
bobbycooper88,g15
franceswhite52,g11
kathleenbailey68,g11
craigward26,g05
elizabethscott85,g02
patriciamartinez25,g09
loisanderson07,g17
ronaldbennett59,g21
earlevans52,g05
jeffreybell75,g09
michellemoore08,g13
marthalopez36,g21
howardadams21,g17
ruthclark90,g09
rebeccajones31,g03
juliacampbell53,g11
carolcarter51,g16
waynemorgan22,g21
carlossmith29,g16
jennifertaylor65,g07
seanadams59,g17
francesstewart98,g03
andrewjenkins30,g16
stephenkelly26,g16
clarencebaker71,g09
kevinstewart94,g20
annaphillips75,g06
eugenemurphy26,g00
katherinehoward01,g05
donnamartinez82,g05
kimberlycook67,g17
katherinebrooks51,g13
albertross07,g09
janetperez14,g15
patriciagray75,g18
nicholasphillips93,g16
joyceclark40,g13
joseanderson57,g13
emilywashington29,g08
ruthmitchell79,g01
stevensanders15,g08
jessicagray40,g21
donnacook83,g03
virginiawright71,g01
alberthayes24,g03
ronaldcampbell51,g15
eugenesanchez76,g19
denisesanchez44,g05
tammygonzales16,g06
richardmartinez82,g09
ralphbrown64,g14
paulpeterson60,g14
frankcollins60,g06
shirleypeterson49,g08
denisenelson18,g14
dorothysanchez19,g00
kennethyoung11,g10
garyhernandez21,g00
patrickevans79,g16
christineroberts33,g17
tammycampbell12,g18
angelasmith27,g08
patriciabryant91,g18
johnsimmons77,g05
williamjohnson09,g20
royparker10,g12
garygriffin73,g05
joegonzales98,g06
ashleytorres05,g14
rachelstewart33,g01
nancyphillips13,g16
mariagonzalez00,g02
thomasthomas89,g06
jackwalker04,g08
lillianfoster28,g00
patriciadavis25,g15
helenfoster60,g21
patriciakelly21,g16
joycescott57,g13
teresathompson97,g01
justingonzalez10,g11
jeanmurphy63,g01
seanhall82,g14
carlprice38,g09
dorothymitchell94,g18
heatherking46,g21
harrymitchell09,g01
gloriawood71,g14
angelamitchell27,g03
lawrencescott19,g00
douglasrivera22,g11
stevenhill16,g16
dianawatson73,g11
stephengriffin03,g12
andrewwatson50,g03
cynthiabarnes81,g18
carolcooper53,g02
cherylmiller89,g17
nancymurphy93,g07
patrickrichardson67,g15
bonnierobinson42,g00
nancycoleman89,g08
peterwalker65,g18
toddlewis54,g04
kimberlybailey56,g10
bonniehoward91,g11
jimmyjenkins35,g19
deborahgonzalez64,g18
joyceross44,g00
ruthrogers75,g13
ernestparker15,g01
edwardward28,g18
kathyrogers59,g19
davidrivera76,g06
jerryanderson49,g20
annahernandez14,g15
jerrygonzales93,g10
wandapeterson40,g01
carlgonzalez89,g08
sharongriffin82,g02
robertbarnes46,g18
stephaniepatterson16,g07
bruceanderson29,g00
jeanwilliams26,g03
victormorgan13,g06
bettyhill01,g07
nicholassanchez63,g01
dorothypatterson81,g11
pamelagarcia07,g14
scottperry41,g11
joanhoward48,g03
rubyperez90,g13
nicholasbutler76,g20
stephenwashington81,g21
scottwright44,g06
brandonparker91,g16
dianepeterson60,g18
craigmartinez77,g16
ronaldmitchell39,g05
donaldcook29,g12
samueljackson10,g18
michellethomas53,g12
eugenesanchez76,g16
keithmoore18,g15
beverlyedwards22,g12
evelynking23,g16
mildredyoung44,g02
annaflores85,g06
juliegonzales14,g08
paulagray30,g01
dorislopez69,g16
saraadams48,g20
jamesprice29,g16
jerrylee75,g02
sharonlee80,g10
jeanhernandez01,g09
henrystewart90,g17
franceswood96,g13
christinajohnson65,g15
davidcollins66,g02
jackcoleman00,g04
cherylmiller89,g11
jeangonzales15,g10
denisehughes70,g06
sandrarogers74,g04
lorimitchell74,g09
gregoryramirez04,g16
shawngreen41,g06
helenwood52,g01
williepowell57,g21
mariecoleman10,g19
annabaker64,g21
louisfoster12,g04
williamperez62,g14
craigalexander09,g04
francesphillips67,g15
annarichardson45,g18
harrystewart27,g00
beverlygonzalez43,g07
irenehayes69,g07
anthonyhill60,g12
virginialopez22,g15
eugenerivera88,g18
brianpowell05,g14
kimberlycox71,g01
helencox38,g09
brandonbarnes76,g20
louisjones90,g16
jacquelinebarnes45,g17
harrycampbell02,g14
patrickmartin16,g15
carlosward31,g10
debrawatson40,g21
susanrobinson96,g10
joycerodriguez08,g16
tinaparker52,g16
jeffreybarnes71,g05
sarahking51,g11
marilynprice39,g17
ericparker05,g09
matthewtorres70,g07
johnsimmons77,g14
keithrobinson51,g02
jeffreygray05,g16
benjamingonzalez29,g13
steveking30,g07
charlesgonzalez84,g02
kennethanderson07,g16
nicholasevans37,g12
gregoryperry72,g02
janewright81,g05
gloriacarter25,g04
donaldbennett71,g18
angelaevans21,g13
theresabell59,g15
susanscott63,g08
amandareed81,g10
markking68,g21
susanking28,g19
melissamartin29,g05
ashleyclark23,g02
kellywashington22,g03
larrygray56,g14
bettycampbell05,g01
brandonalexander76,g04
clarencelee38,g15
ashleypeterson59,g00
earlperez91,g10
lisarichardson69,g21
henryflores55,g15
craigclark77,g12
marthastewart01,g04
philipphillips13,g02
alicehill55,g11
juliejones27,g18
cynthiamoore04,g01
rosethompson77,g05
lindapatterson65,g17
andrewramirez67,g05
teresawatson76,g11
joanedwards14,g00
lindaallen16,g12
earlhughes62,g16
joerogers95,g01
fredmorris14,g11
catherinerussell97,g06
harrycook18,g21
mariataylor51,g17
seanhenderson24,g03
daniellong10,g11
kathybaker43,g05
irenerivera83,g18
pamelahernandez59,g07
russellrivera81,g18
annking51,g03
jimmyrichardson17,g11
deborahfoster87,g18
janicemartinez67,g04
philipscott93,g17
heatherwilliams77,g20
harryharris20,g12
elizabethjackson28,g17
dorisdavis47,g16
walterhayes63,g17
nicolealexander78,g20
virginiahenderson47,g05
carlosbarnes49,g02
shirleyyoung41,g13
patriciawilson44,g13
douglasmartinez49,g01
laurataylor62,g13
annejenkins22,g04
judithbaker41,g08
philipcooper49,g15
catherineallen01,g16
rubysanchez17,g02
kellygreen59,g16
earlgreen19,g13
margaretjames63,g00
julieward84,g02
theresawright59,g21
frankmiller72,g00
teresatorres95,g11
samuelwatson89,g10
louisediaz05,g12
pamelarobinson22,g07
mildredbailey71,g03
janetcox94,g09
marilyncarter55,g10
saracooper41,g19
aaronmurphy48,g14
barbaracooper07,g04
martingonzales07,g04
amandawalker01,g03
louisewatson82,g00
theresahoward13,g20
martingreen91,g03
alanmoore58,g06
amythomas02,g11
melissamiller31,g14
sarahsanchez29,g17
christinerogers84,g02
jonathanhoward50,g12
timothyfoster76,g16
stephanieadams07,g14
susanlopez31,g10
normabarnes33,g20
susanhughes13,g08
jonathankelly25,g19
nancypowell23,g19
bonnieedwards33,g04
johnnybutler21,g15
jessealexander50,g07
mariathompson00,g13
richardjames87,g13
andrewgriffin48,g17
catherinenelson04,g00
jeffreythomas39,g05
dennismoore68,g00
mariewashington26,g15
carlgonzalez89,g00
matthewstewart14,g08
michaelflores92,g01
emilymiller22,g07
victorlopez09,g10
joanrussell10,g17
adamjenkins42,g09
judithmitchell25,g08
dorothymitchell94,g07
davidprice66,g12
carolbryant05,g11
waltercox08,g07
virginiabaker96,g09
lawrenceprice53,g15
thomascampbell11,g04
marielong43,g19
evelynrivera45,g20
georgesanchez20,g16
stephanieparker49,g18
keiththomas31,g05
jamesross01,g04
antoniothomas73,g09
lawrencejackson73,g03
antonioflores04,g06
annajones44,g13
christinarogers09,g14
marilynprice39,g07
terrybennett77,g14
joelong48,g09
jacquelinetorres88,g16
danielwatson89,g09
jessereed02,g21
angelaclark72,g08
loriyoung93,g12
lisagriffin86,g14
stephenfoster85,g15
shirleyross99,g19
terrybarnes37,g20
amandalee77,g03
jackpowell73,g21
russellwilliams20,g15
jeffreylewis50,g01
deborahcook55,g21
russellbarnes75,g13
aaronbell71,g01
teresalopez48,g10
catherineperry78,g00
stevensanchez27,g03
jessicarobinson84,g20
jeremyflores13,g14
kathleenturner89,g16
heatherwashington65,g04
laurawatson29,g13
sharonadams22,g15
patriciapeterson19,g00
jeanmoore72,g04
juliascott24,g04
haroldmurphy07,g15
seanpowell81,g10
joycejones77,g09
roycampbell38,g19
brandonbailey41,g16
andreawalker33,g06
johnnygray42,g07
bobbybrooks46,g14
jessicarivera11,g18
paulaward30,g21
kathrynsimmons83,g00
caroltorres55,g01
jessicaramirez81,g11
thomasturner23,g02
amandatorres06,g07
garyrichardson77,g07
ernestrobinson87,g17
davidmorris68,g12
mariagonzales31,g06
russellcook81,g08
timothyjenkins95,g09
joshuawhite67,g10
kimberlyramirez87,g12
henryflores55,g05
eugenejackson11,g10
thomasgreen11,g00
ryanedwards71,g12
alicejackson08,g01
jessicagriffin91,g10
juliasimmons35,g10
paulapatterson52,g07
albertmiller51,g21
samuelturner83,g21
christineflores75,g19
judybell37,g16
sarahadams50,g01
jonathanevans34,g13
franceswilson15,g03
cherylbell82,g05
royramirez08,g04
chrisbell25,g03
johnnyclark30,g11
chrisyoung60,g19
brucehall51,g08
charlesbaker20,g08
waynebrooks72,g15
donnastewart75,g06
marieflores60,g08
brandonbutler51,g02
angelawilson50,g03
lindaperez10,g07
douglasramirez70,g18
carolynlong78,g03
marilynbailey23,g06
jesselee01,g00
annabaker64,g00
judithjohnson25,g13
walterbrooks57,g11
theresaalexander02,g13
juliehernandez21,g07
rubybailey22,g16
francescooper88,g08
waynehernandez88,g19
antonioward87,g02
jesseevans68,g12
rosemiller14,g07
ashleysmith21,g01
douglaswhite20,g12
marilynanderson44,g05
andrewgriffin48,g13
marthamorris66,g19
tinaperez68,g02
deniselopez10,g11
theresascott05,g07
mariahall78,g20
loridiaz86,g04
bettysimmons52,g13
kathrynwilliams45,g16
anthonyrobinson93,g05
annaanderson50,g03
shawnhall35,g15
danielrussell49,g06
jonathanyoung28,g00
terrybell04,g15
justinbaker47,g12
gloriarobinson19,g17
roysmith91,g03
susanjames28,g17
lawrencerogers89,g13
francesking57,g03
virginiaross06,g08
tammybailey35,g08
pamelajones22,g10
dianerichardson54,g21
toddsmith36,g16
benjamintaylor85,g12
shirleysimmons03,g07
annawalker31,g04
anneking74,g16
brianwilliams25,g15
angelaroberts74,g20
saramurphy06,g19
gloriabrooks14,g17
benjaminhall56,g19
kathrynbryant48,g03
johnlopez26,g11
emilyking88,g04
andrewdavis48,g04
mariaramirez16,g10
rubycook39,g20
gregorymiller47,g04
waynemorris90,g05
janelopez68,g01
lisagonzalez68,g20
nicholaspowell55,g02
marthareed79,g16
toddcook11,g10
heatheredwards60,g19
johngreen94,g11
joshuagonzalez02,g12
ruthroberts83,g15
roseclark10,g19
russellramirez00,g11
jerrywashington34,g02
kathleenlee55,g09
irenehoward99,g16
heatheryoung45,g11
jasonbrown02,g19
normagriffin49,g11
karenramirez79,g10
bobbyedwards51,g13
harrycollins81,g10
annmitchell48,g07
sandracarter33,g08
eugenebennett47,g17
andrewallen38,g03
dennisbrooks64,g05
ruthjones76,g06
waynepatterson62,g16
loisdavis12,g08
robinyoung70,g07
joshuasanders92,g10
rogeryoung99,g02
jeffreyalexander66,g19
annamartin03,g17
heatherharris36,g12
carolynrodriguez93,g12
brianjohnson39,g06
danielreed67,g01
craigramirez24,g19
charlespeterson69,g15
marilynsanders34,g13
sarahhayes55,g08
jessecarter41,g04
dianeward89,g10
markhughes48,g14
dennisthomas56,g18
kimberlyking36,g00
jasonhoward11,g02
charlesthomas32,g08
angelamiller02,g01
elizabethgray64,g12
jeffreyrobinson03,g08
judyrobinson41,g03
christinahill99,g13
fredyoung88,g12
markperez10,g13
tammyross71,g11
mariayoung55,g20
sandragarcia58,g11
emilyking88,g09
phyllisfoster37,g07
helensanders80,g02
patricklee53,g21
brandonkelly09,g08
douglasramirez70,g03
juliemiller96,g00
chrisjones06,g03
rosewalker42,g17
nancywashington60,g17
brucehill66,g19
lindarichardson38,g11
brucelee37,g06
andrewpeterson17,g13
lawrencerussell31,g12
lillianperez77,g03
jamesperry46,g07
michellemurphy07,g02
kimberlylewis56,g14
lillianrichardson26,g20
stevenelson50,g08
juanbailey43,g05
nancysimmons51,g02
dennishill24,g01
rosemorris16,g11
christinaward07,g16
raymondtorres45,g19
juannelson15,g18
ruthhernandez02,g04
nicholasthomas89,g05
justinturner89,g20
joselewis40,g05
josephrichardson44,g04
jessegarcia39,g04
gregorywilson66,g04
ashleyrussell13,g01
marilynlee86,g12
edwardbarnes73,g21
debrabell50,g10
francesjackson41,g21
sharonprice34,g18
pamelawatson51,g16
marieanderson91,g21
lilliandiaz48,g06
sandragonzales89,g06
angelascott09,g07
billywood72,g03
gloriasanders65,g05
evelyngonzalez64,g08
kennethmiller66,g15
debrakelly01,g06
tinasimmons30,g19
gloriajenkins41,g00
stephaniebaker72,g14
toddallen25,g08
jessesmith35,g04
terrybailey82,g19
ralphallen83,g09
shawnjohnson33,g03
evelynpeterson35,g02
sharonwhite18,g09
brianbennett45,g10
patriciamiller00,g03
paulawright10,g19
raymonddavis19,g06
toddmorris34,g04
douglasrivera22,g02
mariareed35,g20
kathrynwashington65,g08
paulahall31,g06
sarahjenkins55,g01
donaldhernandez86,g05
andrewfoster47,g07
shawnhill91,g18
dennisrobinson21,g11
gregoryclark78,g08
peterpatterson00,g16
ireneperry38,g20
tammylopez15,g19
ernestwilson55,g17
adamhernandez40,g05
josephparker02,g04
philipcook80,g02
annagray82,g03
gregoryprice90,g00
albertrichardson82,g17
virginiahall91,g04
jessewood17,g08
christinajames49,g04
thomaslopez17,g08
ashleymurphy87,g07
catherinemurphy21,g02
janicethomas66,g20
phyllislong87,g08
cherylrodriguez29,g16
christopheradams73,g08
carolynmitchell56,g03
denisehernandez01,g07
janetscott45,g08
kathleenbell82,g10
edwardgriffin78,g05
walterpatterson51,g18
scotthayes64,g13
jenniferwatson72,g08
katherinemorris26,g10
brucemorgan73,g10
mildredjohnson50,g21
theresaperez64,g12
carolyncampbell99,g16
donnabryant73,g05
jessecollins59,g06
teresajohnson53,g01
nicolewood59,g09
williekelly95,g13
brendaflores39,g02
christinawilliams79,g19
joerivera87,g15
phylliswalker44,g11
antoniomitchell34,g05
teresabaker48,g19
williamwright94,g07
phyllisrussell29,g03
louisallen55,g19
rebeccagray18,g21
bobbylong97,g16
anniehill24,g12
josemoore46,g04
janeroberts11,g16
stevenbaker71,g06
markstewart01,g09
judithpatterson43,g21
melissamartinez35,g14
frankwilson21,g02
janeperry74,g00
terrygray99,g00
paulasmith09,g10
jessebailey89,g20
russelltorres54,g03
keithalexander19,g10
tammynelson53,g10
josephlewis15,g10
annescott96,g15
tinamoore85,g07
lindarogers15,g11
laurabrooks02,g08
juliawalker18,g02
bonniecarter81,g19
randyfoster27,g02
denisestewart08,g14
judithturner48,g14
mariabryant32,g13
martinbailey00,g18
jackbennett80,g20
joelewis26,g15
victorreed46,g07
pamelapeterson75,g14
wandajones26,g07
kathrynjones87,g16
douglashoward09,g18
laurawalker00,g04
anthonybaker38,g09
georgeevans55,g01
raymondedwards89,g13
louiseedwards98,g12
dianagray62,g15
nancyhughes25,g03
cynthiatorres86,g09
ericbarnes62,g00
bobbybailey31,g12
craigking71,g12
karenperry31,g14
michaelwilliams67,g19
philiphall02,g09
ronaldphillips70,g03
marilynrichardson05,g01
brucerivera12,g19
marthalong60,g15
bonniebutler21,g10
patriciamoore97,g17
christinalong18,g01
sarapeterson42,g16
roselopez46,g08
antonioparker13,g20
jeffreyroberts24,g15
antoniobarnes42,g01
janebennett06,g09
gloriatorres12,g11
amandalong61,g14
raymondgarcia64,g03
geraldcoleman53,g01
benjaminrodriguez91,g02
andrewrichardson27,g13
donaldgray16,g06
jonathanrivera38,g14
justinbaker47,g11
carolynhenderson05,g02
jackjackson69,g19
georgerodriguez78,g08
cherylanderson18,g20
sarahpowell53,g19
kevinward08,g19
kevinlopez91,g14
johnnymiller48,g03
juliaanderson44,g02
georgebrooks27,g15
jessicahernandez08,g21
earlgray89,g18
marycarter07,g13
evelynallen74,g18
louisegreen29,g20
chriscook24,g07
shirleycoleman49,g06
bobbyward81,g21
judyevans17,g21
eugenerobinson46,g05
adamlong85,g17
johnnyhernandez65,g02
louisstewart82,g19
brendaparker40,g05
annanelson54,g21
rubyperez90,g15
douglasgonzales46,g02
jonathanbutler80,g06
frankreed81,g03
craigjenkins59,g16
julieevans72,g15
rachelsimmons80,g10
benjaminperez77,g03
billybrown04,g14
joanjones21,g17
dianebell02,g19
mildredmartinez73,g10
benjaminrichardson65,g05
ashleymoore89,g12
lillianhayes52,g18
irenebrooks70,g01
samuelbryant84,g11
fredwhite64,g06
waltersanders28,g02
janebrown79,g10
lillianadams11,g02
thomasbrooks26,g19
joeallen94,g05
steveward92,g00
keithcoleman78,g11
philipcox83,g04
joehughes77,g18
christopherpeterson63,g00
carlosstewart53,g15
peterbutler88,g21
seanflores81,g02
brandonthompson33,g18
jeffreytorres56,g04
anthonydiaz17,g00
joelopez22,g03
kellybaker30,g12
williamperez62,g20
kennethlong54,g01
chrisscott33,g03
jasonwright02,g10
patrickrichardson67,g14
jackbarnes30,g10
ryanhoward28,g15
susanpatterson70,g02
ronaldfoster92,g14
williammurphy94,g06
briantorres31,g08
kevinlong78,g06
karenperez21,g14
carolanderson76,g03
katherinestewart90,g10
jeremyrodriguez56,g01
janetrussell18,g02
willieedwards86,g02
frankbaker61,g15
jenniferlee39,g15
kathrynmorris47,g02
carollewis97,g11
lisamartin11,g16
georgewashington07,g08
susansanders02,g03
wandaroberts03,g19
benjaminwilliams70,g16
royjohnson42,g05
kevinsanchez28,g17
irenerodriguez62,g11
marialopez15,g19
kimberlyhayes41,g05
joshuaphillips30,g09
marymorris90,g12
lauralong61,g09
alberthoward13,g09
cynthiasanchez00,g11
jasonsanders43,g00
juliajones80,g15
ericcampbell87,g21
normaadams70,g16
garyharris48,g13
alicewalker64,g09
phillippowell90,g00
evelynwatson16,g14
howardanderson89,g13
billylopez06,g10
mariamiller63,g14
edwardstewart92,g11
emilyevans92,g02
judithsmith20,g15
elizabethross13,g21
michellecook54,g13
katherinegonzalez19,g11
kathyross92,g00
billystewart86,g00
gloriarussell92,g04
marthagonzales35,g02
raymondrogers36,g14
sharonscott91,g21
keithmartin39,g07
ryanwilson99,g11
joanprice56,g06
shawnsanders57,g03
harryyoung33,g05
jimmyparker76,g07
stevehoward78,g08
samueljones55,g15
kennethmartinez06,g10
dorisfoster56,g13
joycejones77,g16
roycoleman00,g09
annwright17,g11
virginiawatson46,g21
jessehoward84,g15
cynthiacook97,g02
thomaswilliams12,g02
anthonynelson27,g18
juanlee97,g12
rebeccabrooks67,g12
kathleenperry52,g09
janicelopez01,g16
karensimmons16,g17
gregorymurphy62,g01
josebennett87,g21
pameladiaz23,g00
karenedwards30,g07
sarahhill28,g20
ernestphillips78,g12
kevinbailey77,g13
jerrynelson40,g15
anthonybaker38,g16
ashleymorgan71,g11
carlbaker00,g16
billymoore38,g02
paulcampbell92,g21
paulhayes37,g10
harrylopez59,g03
jacquelineadams39,g00
robinmartinez35,g14
jameshernandez17,g13
brucescott79,g17
henrypeterson46,g15
harrybutler33,g14
brucebell45,g06
sarahall23,g04
marilynwatson99,g19
ryangonzalez34,g10
terryharris89,g09
pamelahayes45,g12
robinbennett26,g00
pamelaadams93,g09
janetreed42,g09
johnnymorris80,g11
eugenethomas52,g20
douglaslee88,g18
stephanieperez76,g14
laurajenkins57,g09
christinebennett78,g13
amandastewart24,g19
jeancollins56,g18
virginiawright71,g16
annegonzalez28,g03
harrypatterson47,g17
johnnycox95,g21
bonniecollins31,g10
roysmith91,g02
matthewedwards65,g14
toddhall05,g01
margaretrobinson88,g07
dianescott71,g03
kathybailey80,g18
janemorris63,g19
lilliangreen59,g02
jeremygray09,g00
marthaflores36,g13
johnnyrogers55,g08
andrewyoung56,g14
jesseflores51,g11
harrybailey14,g10
carlostorres91,g17
deborahlong78,g16
russellgonzalez66,g10
josephprice34,g02
carlpeterson70,g08
tammymorris64,g11
amyjohnson89,g03
danielalexander22,g04
angelacollins69,g09
jeffreybarnes71,g09
marthathomas26,g06
stephenmiller20,g20
carlallen04,g19
douglasrogers23,g17
jessicaflores65,g01
arthurrussell46,g00
williegonzales19,g17
lisawright50,g21
seanrussell75,g09
georgemartinez82,g12
nicolehernandez27,g01
margaretward72,g08
gregoryturner86,g06
gregorywright52,g17
lindadavis73,g16
janetwright39,g15
chrisking83,g08
julieking67,g21
waltercooper25,g14
melissajones78,g06
joanflores04,g20
stephaniewashington45,g05
williegarcia23,g05
craigpatterson39,g02
jeremymitchell28,g02
donnagonzales47,g12
terrycarter36,g19
toddjohnson22,g14
christinapowell81,g01
judywilliams79,g12
alangriffin94,g04
dennisnelson75,g10
lisaross90,g09
nicolerogers07,g14
gloriahall78,g05
marilyngray28,g18
judithmartinez79,g14
jessicagreen95,g00
melissawilliams41,g12
saramitchell30,g05
russelladams24,g12
geraldrobinson82,g11
kennethanderson07,g15
jeffreyphillips77,g13
annajohnson65,g21
laurarobinson36,g18
janethenderson52,g21
keithmoore18,g16
roylewis02,g13
nicholasjones55,g17
cheryllewis70,g08
deborahgonzalez64,g00
jackgray11,g13
dennismorris42,g14
alanbryant72,g21
johnmartinez55,g07
paulpeterson60,g19
harryprice85,g07
roylee34,g03
ruthdavis21,g19
jeanhernandez01,g21
jessicawood91,g12
steveroberts55,g00
paulareed07,g07
sarahlee16,g18
amybell89,g13
carlosrichardson82,g17
jenniferhill56,g01
karenjackson77,g19
thomasedwards36,g01
kennethking96,g12
willieprice40,g14
jerrypowell90,g07
jessegray63,g19
josephevans94,g21
rubybell46,g05
sandracook85,g00
christinasimmons46,g12
albertnelson03,g10
waltermartin13,g01
williejones80,g21
victorbrooks80,g16
susanwhite67,g04
amyscott89,g11
alanbrown57,g01
janetdavis87,g10
adambrown29,g20
williehenderson05,g01
brendagonzalez30,g15
normarivera03,g18
annieparker63,g18
craigcollins97,g01
andrewking21,g17
williecampbell81,g00
wandahill07,g00
michellegreen87,g15
phillipjones01,g05
helenscott08,g06
waynecooper47,g02
judywilliams79,g16
williambryant52,g15
chrislewis41,g05
laurarogers65,g09
anniemoore14,g06
juliewashington90,g11
garypatterson80,g19
justinsanchez90,g05
lindabryant31,g18
annesanchez23,g21
evelynmartinez33,g13
dorothybrown26,g18
bobbymoore73,g16
adamparker55,g19
angelabrooks43,g09
joshuagarcia51,g18
bobbymiller51,g13
dianagarcia39,g15
dennisanderson96,g06
kennethlong54,g08
evelynlee15,g20
shirleydiaz26,g04
angelagriffin66,g18
ronaldwilliams54,g21
juanpeterson81,g20
arthurrobinson78,g14
nicolediaz20,g12
samuelrodriguez31,g15
kennethdavis06,g02
catherinebutler71,g18
craigpatterson39,g03
frankpowell21,g21
henryedwards22,g15
